spec,error,class,className,method
TrustManagerFactorySpec,"First parameter was not properly generated as generated Key Store. RequiredPredicateError violating CrySL rule for javax.net.ssl.TrustManagerFactory.",org.spark_project.jetty.util.ssl.SslContextFactory,SslContextFactory,getTrustManagers
CertPathTrustManagerParametersSpec,"First parameter was not properly generated as generated Cert Path Parameters. RequiredPredicateError violating CrySL rule for javax.net.ssl.CertPathTrustManagerParameters.",org.spark_project.jetty.util.ssl.SslContextFactory,SslContextFactory,getTrustManagers
SSLContextSpec,"First parameter was not properly generated as generated Key Manager. RequiredPredicateError violating CrySL rule for javax.net.ssl.SSLContext.",org.spark_project.jetty.util.ssl.SslContextFactory,SslContextFactory,load
SSLContextSpec,"Second parameter was not properly generated as generated Trust Manager. RequiredPredicateError violating CrySL rule for javax.net.ssl.SSLContext.",org.spark_project.jetty.util.ssl.SslContextFactory,SslContextFactory,load
KeyStoreSpec,"Second parameter should never be of type java.lang.String.. NeverTypeOfError violating CrySL rule for java.security.KeyStore.",org.apache.spark.SecurityManager$$anonfun$2,SecurityManager$$anonfun$2,apply
TrustManagerFactorySpec,"First parameter was not properly generated as generated Key Store. RequiredPredicateError violating CrySL rule for javax.net.ssl.TrustManagerFactory.",org.apache.spark.SecurityManager$$anonfun$2,SecurityManager$$anonfun$2,apply
SSLContextSpec,"First parameter was not properly generated as generated Key Manager. RequiredPredicateError violating CrySL rule for javax.net.ssl.SSLContext.",org.apache.spark.TestUtils$,TestUtils$,httpResponseCode
SSLContextSpec,"Second parameter was not properly generated as generated Trust Manager. RequiredPredicateError violating CrySL rule for javax.net.ssl.SSLContext.",org.apache.spark.TestUtils$,TestUtils$,httpResponseCode
SSLContextSpec,"First parameter (with value 'SSL') should be any of {TLSv1.2}. ConstraintError violating CrySL rule for javax.net.ssl.SSLContext.",org.apache.spark.TestUtils$,TestUtils$,httpResponseCode
MessageDigestSpec,"First parameter (with value 'MD5') should be any of {SHA-256, SHA-384, SHA-512}. ConstraintError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.security.authentication.DigestAuthenticator$Digest,DigestAuthenticator$Digest,check
MessageDigestSpec,"First parameter (with value 'MD5') should be any of {SHA-256, SHA-384, SHA-512}. ConstraintError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.util.security.Credential$MD5,Credential$MD5,check
MessageDigestSpec,"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest. IncompleteOperationError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.util.security.Credential$MD5,Credential$MD5,check
MessageDigestSpec,"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest. IncompleteOperationError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.util.security.Credential$MD5,Credential$MD5,digest
MessageDigestSpec,"First parameter (with value 'MD5') should be any of {SHA-256, SHA-384, SHA-512}. ConstraintError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.util.security.Credential$MD5,Credential$MD5,digest
KeyStoreSpec,"Operation on object of type java.security.KeyStore object not completed. Expected call to load. IncompleteOperationError violating CrySL rule for java.security.KeyStore.",org.spark_project.jetty.util.security.CertificateUtils,CertificateUtils,getKeyStore
KeyStoreSpec,"Operation on object of type java.security.KeyStore object not completed. Expected call to load. IncompleteOperationError violating CrySL rule for java.security.KeyStore.",org.spark_project.jetty.util.security.CertificateUtils,CertificateUtils,getKeyStore
KeyStoreSpec,"Second parameter should never be of type java.lang.String.. NeverTypeOfError violating CrySL rule for java.security.KeyStore.",org.spark_project.jetty.util.security.CertificateUtils,CertificateUtils,getKeyStore
KeyStoreSpec,"Operation on object of type java.security.KeyStore object not completed. Expected call to load. IncompleteOperationError violating CrySL rule for java.security.KeyStore.",org.spark_project.jetty.util.security.CertificateUtils,CertificateUtils,getKeyStore
KeyStoreSpec,"Operation on object of type java.security.KeyStore object not completed. Expected call to load. IncompleteOperationError violating CrySL rule for java.security.KeyStore.",org.spark_project.jetty.util.security.CertificateUtils,CertificateUtils,getKeyStore
MessageDigestSpec,"First parameter (with value 'MD5') should be any of {SHA-256, SHA-384, SHA-512}. ConstraintError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.client.util.DigestAuthentication,DigestAuthentication,getMessageDigest
MessageDigestSpec,"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update. IncompleteOperationError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.client.util.DigestAuthentication,DigestAuthentication,authenticate
MessageDigestSpec,"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update. IncompleteOperationError violating CrySL rule for java.security.MessageDigest.",org.spark_project.jetty.client.util.DigestAuthentication$DigestResult,DigestAuthentication$DigestResult,apply
PKIXBuilderParametersSpec,"First parameter was not properly generated as generated Key Store. RequiredPredicateError violating CrySL rule for java.security.cert.PKIXBuilderParameters.",org.spark_project.jetty.util.security.CertificateValidator,CertificateValidator,validate
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.spark.security.CryptoStreamUtils$,CryptoStreamUtils$,createReadableChannel
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.spark.security.CryptoStreamUtils$,CryptoStreamUtils$,createCryptoOutputStream
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.spark.security.CryptoStreamUtils$,CryptoStreamUtils$,createCryptoInputStream
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.spark.security.CryptoStreamUtils$,CryptoStreamUtils$,createWritableChannel
SSLContextSpec,"First parameter was not properly generated as generated Key Manager. RequiredPredicateError violating CrySL rule for javax.net.ssl.SSLContext.",org.apache.spark.SecurityManager,SecurityManager,<init>
SSLContextSpec,"Second parameter was not properly generated as generated Trust Manager. RequiredPredicateError violating CrySL rule for javax.net.ssl.SSLContext.",org.apache.spark.SecurityManager,SecurityManager,<init>
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.spark.security.CryptoStreamUtils$CryptoParams,CryptoStreamUtils$CryptoParams,<init>
