GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,Database.QueryCacheExecutor,188,0,18,0,37,0,14,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,DBInterfaceHSQLDB,2723,0,275,0,648,0,195,0,57,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,MergedResultSet,95,0,8,0,26,0,9,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,BaseTable,305,0,6,0,77,0,45,0,42,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,DBInterfaceMySQL,2232,0,212,0,522,0,163,0,56,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,ConnectionFactory.ConnectionTracker,41,0,2,0,8,0,4,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,DBInterfacePostgreSQL,2886,0,251,0,632,0,179,0,53,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,QueryDescription,395,0,96,0,91,0,59,0,11,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,DBInterfaceMySQL.TableStatistics,20,0,0,0,8,0,4,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,ConnectionFactory.PoolManager,75,0,6,0,22,0,7,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,RSet,48,0,2,0,13,0,6,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,DBInterfaceMariaDB,10,0,0,0,3,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,Database.ExecuteQueryThread,126,0,8,0,30,0,7,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,Database,1998,0,267,0,449,0,182,0,42,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,BaseObject,37,0,2,0,11,0,6,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,DBInterfacePostgreSQL.TableStatistics,20,0,0,0,8,0,4,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.database,TransactionHandle,22,0,0,0,8,0,4,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF.FileTrack,68,0,2,0,24,0,6,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,Logging,181,0,12,0,57,0,13,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF.OverrideableManifoldCFConfiguration,14,0,2,0,6,0,3,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF,1827,319,154,24,454,83,150,14,64,11
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF.CachePoll,10,0,0,0,5,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF.DatabaseShutdown,50,0,4,0,22,0,6,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF.ShutdownThread,3,6,0,0,2,3,1,1,1,1
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCFResourceLoader,244,0,28,0,58,0,22,0,8,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCF.DatabaseConnectionReleaseThread,11,0,0,0,6,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.system,ManifoldCFResourceLoader.new FileFilter() {...},14,0,0,0,2,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.jdbcpool,ConnectionPoolManager,180,0,10,0,48,0,11,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.jdbcpool,WrappedConnection,32,0,0,0,12,0,5,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.jdbcpool,ConnectionPoolManager.ConnectionCloserThread,34,0,4,0,15,0,4,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.jdbcpool,ConnectionPool,483,0,36,0,128,0,25,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LocalLockPool,38,0,2,0,11,0,5,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,BaseLockManager,3007,0,330,0,704,0,238,0,68,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperEphemeralNodeObject,149,0,14,0,33,0,11,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperLockObject,269,87,30,6,55,29,23,6,5,6
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperEphemeralNodePool,96,0,6,0,29,0,9,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperConnection.ExistsWatcher,3,32,1,1,1,13,1,3,0,3
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,FileLockObjectFactory,0,14,0,0,0,4,0,2,0,2
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LockManager,225,0,2,0,71,0,39,0,38,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,FileLockManager,338,0,14,0,76,0,19,0,12,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ExpiredObjectException,4,0,0,0,2,0,1,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LockGate,100,146,14,8,37,43,16,8,5,8
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LockObject,304,119,51,13,91,51,45,10,13,10
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperLockObjectFactory,0,14,0,0,0,4,0,2,0,2
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,FileLockObject,385,284,32,22,105,79,24,15,2,10
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,FileLockManager.ByteArrayBuffer,60,0,2,0,13,0,4,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperConnectionPool,15,45,2,2,4,10,2,4,1,3
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperConnection,1318,372,162,40,354,95,115,16,23,7
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,BaseLockManager.LockDescription,23,0,2,0,9,0,5,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperLockManager.ZooKeeperShutdown,5,0,0,0,4,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LockObjectFactory,6,3,0,0,1,2,1,1,1,1
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperConnection.ZooKeeperWatcher,0,4,0,0,0,3,0,2,0,2
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LocalLockException,4,0,0,0,2,0,1,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LockPool,0,48,1,1,0,13,1,3,0,3
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,ZooKeeperLockManager,1096,0,74,0,278,0,68,0,31,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.lockmanager,LocalLock,75,0,6,0,20,0,13,0,10,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ConnectorFactory,282,0,18,0,65,0,19,0,10,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ConfigNode,29,0,0,0,8,0,6,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,NullCheckClause,23,0,2,0,8,0,6,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,UnitaryClause,36,0,0,0,12,0,6,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ConfigParams,235,0,26,0,69,0,29,0,16,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,BinaryInput,77,0,8,0,24,0,11,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,LockException,0,4,0,0,0,2,0,1,0,1
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ResultSpecification,235,0,26,0,65,0,19,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,MultiClause,45,0,2,0,14,0,7,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,StringSetBuffer,179,0,18,0,55,0,25,0,16,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,SpecificationNode,29,0,0,0,8,0,6,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ManifoldCFException,47,0,0,0,19,0,7,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,StringSet,318,0,30,0,80,0,30,0,15,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,UTF8Stderr,94,0,0,0,45,0,19,0,19,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,UTF8Stdout,94,0,0,0,45,0,19,0,19,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,CharacterInput,94,0,10,0,30,0,13,0,8,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,IndexDescription,60,0,10,0,17,0,9,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,JoinClause,29,0,0,0,11,0,6,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,VersionContext,21,0,0,0,8,0,4,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ManifoldCFConfiguration,270,0,28,0,60,0,26,0,12,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,Configuration,711,504,96,58,196,154,73,33,15,14
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,CacheKeyFactory,63,0,4,0,11,0,6,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ColumnDescription,39,0,0,0,14,0,7,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ConfigurationNode,589,118,107,15,144,36,67,16,11,11
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,TimeMarker,16,0,0,0,5,0,3,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,CacheManagerFactory,21,0,4,0,5,0,3,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,PersistentDatabaseObject,3,0,0,0,2,0,1,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,IDFactory,83,0,8,0,22,0,6,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,TempFileInput,372,0,40,0,113,0,29,0,9,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,LockManagerFactory,193,0,6,0,27,0,11,0,8,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ThreadContextFactory,4,0,0,0,1,0,1,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,Configuration.JSONReader,32,162,9,11,3,39,7,18,1,14
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,ResultSpecification.ColumnSpecification,37,0,4,0,12,0,8,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,Specification,63,0,6,0,18,0,9,0,6,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,Configuration.JSONWriter,26,192,7,9,7,50,5,13,0,10
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,AuthFactory,201,0,6,0,25,0,4,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,DBInterfaceFactory,234,0,6,0,26,0,4,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,NullCharacterInput,31,0,0,0,14,0,13,0,13,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.interfaces,TempFileCharacterInput,532,0,50,0,159,0,38,0,13,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.connectorpool,ConnectorPool.SumClass,51,0,2,0,14,0,6,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.connectorpool,ConnectorPool.Pool,482,0,62,0,125,0,38,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.connectorpool,ConnectorPool,723,0,52,0,153,0,41,0,15,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.threadcontext,ThreadContext,28,0,2,0,8,0,4,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.connector,BaseConnector,282,0,26,0,86,0,40,0,27,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.common,XMLDoc.MyEntityResolver,13,0,0,0,2,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.common,XMLDoc,951,0,91,0,242,0,77,0,30,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.common,DateParser,571,292,71,25,146,45,43,12,4,3
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.common,Base64,291,457,25,10,55,40,18,10,3,5
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.common,LDAPSSLSocketFactory,62,0,0,0,13,0,10,0,10,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core,Obfuscate,25,0,2,0,11,0,2,0,1,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core,LockClean,79,0,10,0,31,0,10,0,5,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core,DBCreate,60,0,6,0,20,0,6,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core,DBDrop,60,0,6,0,20,0,6,0,3,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core,DBInitializationCommand,23,0,0,0,10,0,4,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.auth,DefaultAuthenticator,69,0,16,0,13,0,12,0,4,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.auth,LdapAuthenticator,237,0,12,0,58,0,13,0,7,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.util,URLEncoder,28,0,0,0,7,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.util,URLDecoder,28,0,0,0,7,0,2,0,2,0
ManifoldCF - Framework - Core,org.apache.manifoldcf.core.util,Converter,79,0,16,0,19,0,11,0,3,0
