spec,error,class,className,method
CipherSpec,"First parameter (with value 'DESede/CBC/NoPadding') should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}. ConstraintError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.Des3CbcSha1KdEncryption,Des3CbcSha1KdEncryption,processCipher
SecretKeySpecSpec,"Second parameter (with value 'DESede') should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}. ConstraintError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.Des3CbcSha1KdEncryption,Des3CbcSha1KdEncryption,processChecksum
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.Des3CbcSha1KdEncryption,Des3CbcSha1KdEncryption,processChecksum
CipherSpec,"First parameter (with value 'DES/CBC/NoPadding') should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}. ConstraintError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcCrcEncryption,DesCbcCrcEncryption,processCipher
SecretKeySpecSpec,"Second parameter (with value 'DES') should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}. ConstraintError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcCrcEncryption,DesCbcCrcEncryption,processCipher
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcCrcEncryption,DesCbcCrcEncryption,processCipher
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcCrcEncryption,DesCbcCrcEncryption,processCipher
CipherSpec,"Second parameter was not properly generated as generated Key. RequiredPredicateError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcCrcEncryption,DesCbcCrcEncryption,processCipher
SecretKeySpecSpec,"Second parameter (with value 'DES') should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}. ConstraintError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcMd5Encryption,DesCbcMd5Encryption,processCipher
CipherSpec,"First parameter (with value 'DES/CBC/NoPadding') should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}. ConstraintError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcMd5Encryption,DesCbcMd5Encryption,processCipher
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcMd5Encryption,DesCbcMd5Encryption,processCipher
CipherSpec,"Second parameter was not properly generated as generated Key. RequiredPredicateError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcMd5Encryption,DesCbcMd5Encryption,processCipher
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesCbcMd5Encryption,DesCbcMd5Encryption,processCipher
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesStringToKey,DesStringToKey,calculateChecksum
CipherSpec,"First parameter (with value 'DES/CBC/NoPadding') should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}. ConstraintError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesStringToKey,DesStringToKey,calculateChecksum
SecretKeySpecSpec,"Second parameter (with value 'DES') should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}. ConstraintError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesStringToKey,DesStringToKey,calculateChecksum
CipherSpec,"Third parameter was not properly generated as prepared I V. RequiredPredicateError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesStringToKey,DesStringToKey,calculateChecksum
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesStringToKey,DesStringToKey,calculateChecksum
CipherSpec,"Second parameter was not properly generated as generated Key. RequiredPredicateError violating CrySL rule for javax.crypto.Cipher.",org.apache.directory.server.kerberos.shared.crypto.encryption.DesStringToKey,DesStringToKey,calculateChecksum
KeyGeneratorSpec,"Unexpected call to method init on object of type javax.crypto.KeyGenerator. Expect a call to one of the following methods generateKey. TypestateError violating CrySL rule for javax.crypto.KeyGenerator.",org.apache.directory.server.kerberos.shared.crypto.encryption.RandomKeyFactory,RandomKeyFactory,getRandomKey
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.AesCtsSha1Encryption,AesCtsSha1Encryption,processChecksum
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.AesCtsSha1Encryption,AesCtsSha1Encryption,processCipher
IvParameterSpecSpec,"First parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.IvParameterSpec.",org.apache.directory.server.kerberos.shared.crypto.encryption.AesCtsSha1Encryption,AesCtsSha1Encryption,processCipher
