GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encApRepPart.actions,StoreSubKey,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encApRepPart.actions,StoreSeqNumber,0,15,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encApRepPart.actions,StoreCusec,0,14,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encAsRepPart.actions,StoreEncAsRepPart,4,72,1,3,1,21,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,StoreUserData,0,10,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,StoreUsec,0,11,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,StoreTimestamp,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,StoreSeqNumber,0,11,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,StoreRecipientAddress,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,KrbSafeBodyInit,17,27,2,2,3,10,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody.actions,StoreSenderAddress,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.typedData.actions,StoreTdType,0,16,0,0,0,7,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.typedData.actions,StoreDataValue,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.typedData.actions,TypedDataInit,17,30,3,3,3,11,3,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv.actions,StoreEncPart,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv.actions,CheckMsgType,0,5,0,0,0,2,0,1,0,1
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv.actions,StorePvno,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv.actions,KrbPrivInit,17,27,2,2,3,10,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.methodData,MethodDataStatesEnum,22,39,5,1,6,5,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.methodData,MethodDataGrammar,0,60,0,0,0,10,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.methodData,MethodDataContainer,4,22,0,0,2,8,1,3,1,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfoEntry.actions,StoreEType,34,55,1,3,5,18,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfoEntry.actions,StoreSalt,0,13,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfoEntry.actions,ETypeInfoEntryInit,3,41,1,3,1,12,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.padata.actions,StoreDataType,43,34,2,2,7,13,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.padata.actions,PaDataInit,3,21,1,1,1,8,1,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.padata.actions,StorePaDataValue,0,13,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,StoreUserData,0,10,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,EncKrbPrivPartInit,17,27,2,2,3,10,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,StoreSeqNumber,0,11,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,StoreRecipientAddress,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,StoreTimestamp,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,StoreUsec,0,11,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encKrbPrivPart.actions,StoreSenderAddress,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos,KerberosTime,118,127,17,3,26,37,18,12,8,12
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos,KerberosUtils,435,281,72,26,94,72,50,13,8,5
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos,KerberosConstants,3,0,0,0,1,0,1,0,1,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos,KerberosAttribute,3,0,0,0,1,0,1,0,1,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos,KerberosMessageType,27,232,12,4,13,28,13,7,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.options,KdcOptions,268,7,64,0,68,3,34,1,2,1
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.options,Options,33,28,11,3,9,9,9,6,3,5
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.options,ApOptions,36,7,6,0,10,3,5,1,2,1
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.crypto.checksum,ChecksumType,52,240,17,2,19,27,19,5,2,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.changepwd.io,ChangePasswordEncoder,30,0,2,0,9,0,3,0,2,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.changepwd.io,ChangePasswordDecoder,35,0,2,0,16,0,4,0,3,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.adIfRelevant,AdIfRelevantContainer,0,12,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.kdcRep,KdcRepGrammar,0,256,0,0,0,22,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.kdcRep,KdcRepStatesEnum,22,149,5,1,6,16,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.kdcRep,KdcRepContainer,0,17,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.kdcReq,KdcReqContainer,0,17,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.kdcReq,KdcReqGrammar,0,208,0,0,0,19,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.kdcReq,KdcReqStatesEnum,22,129,5,1,6,14,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec,KerberosMessageContainer,25,19,0,0,10,8,7,3,7,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec,KerberosDecoder,644,37,10,0,189,11,22,2,17,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec,KerberosMessageGrammar.DecodeKerberosMessage,209,44,11,2,76,15,11,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec,KerberosMessageGrammar,0,211,0,0,0,19,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec,KerberosEncoder,38,0,4,0,14,0,4,0,2,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec,KerberosMessageStatesEnum,22,129,5,1,6,14,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbError,KrbErrorGrammar,0,567,0,0,0,44,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbError,KrbErrorContainer,0,17,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbError,KrbErrorStatesEnum,22,289,5,1,6,30,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.ticket.actions,StoreSName,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.ticket.actions,StoreTktVno,0,11,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.ticket.actions,TicketInit,0,36,0,2,0,10,0,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.ticket.actions,StoreRealm,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.ticket.actions,StoreEncPart,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.adAndOr,AdAndOrStatesEnum,22,69,5,1,6,8,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.adAndOr,AdAndOrContainer,0,21,0,0,0,8,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.adAndOr,AdAndOrGrammar,0,92,0,0,0,13,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart,EncTicketPartStatesEnum,22,219,5,1,6,23,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart,EncTicketPartContainer,0,22,0,0,0,8,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart,EncTicketPartGrammar,0,401,0,0,0,37,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2Entry.actions,StoreSalt,5,39,2,4,1,14,2,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2Entry.actions,StoreEType,34,55,1,3,5,18,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2Entry.actions,StoreS2KParams,0,13,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2Entry.actions,ETypeInfo2EntryInit,3,41,1,3,1,12,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreTransited,21,50,2,2,5,16,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreKey,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreEndTime,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,EncTicketPartInit,17,27,2,2,3,10,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreRenewtill,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreCRealm,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreAuthTime,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreStartTime,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreCName,0,9,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreFlags,0,14,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreCaddr,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTicketPart.actions,StoreAuthorizationData,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.lastReq,LastReqStatesEnum,22,89,5,1,6,10,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.lastReq,LastReqGrammar,0,143,0,0,0,16,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.lastReq,LastReqContainer,0,16,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encApRepPart,EncApRepPartContainer,0,22,0,0,0,8,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encApRepPart,EncApRepPartStatesEnum,22,119,5,1,6,13,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encApRepPart,EncApRepPartGrammar,0,190,0,0,0,21,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.checksum.actions,StoreChecksum,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.checksum.actions,StoreCksumType,48,34,2,2,7,13,2,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.checksum.actions,ChecksumInit,3,41,1,3,1,12,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.checksum,ChecksumStatesEnum,22,79,5,1,6,9,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.checksum,ChecksumContainer,0,16,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.checksum,ChecksumGrammar,0,109,0,0,0,14,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.tgsRep.actions,StoreKdcRep,26,62,3,3,6,19,3,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.lastReq.actions,LastReqInit,3,41,1,3,1,12,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.lastReq.actions,StoreLrType,0,16,0,0,0,7,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.lastReq.actions,StoreLrValue,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfoEntry,ETypeInfoEntryStatesEnum,22,79,5,1,6,9,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfoEntry,ETypeInfoEntryContainer,0,16,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfoEntry,ETypeInfoEntryGrammar,0,109,0,0,0,15,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encAsRepPart,EncAsRepPartStatesEnum,22,39,5,1,6,5,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encAsRepPart,EncAsRepPartContainer,4,18,0,0,2,6,1,2,1,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encAsRepPart,EncAsRepPartGrammar,0,42,0,0,0,9,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encryptedData.actions,EncryptedDataInit,3,44,1,5,1,13,1,5,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encryptedData.actions,StoreCipher,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encryptedData.actions,StoreEType,4,23,1,1,1,9,1,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encryptedData.actions,StoreKvno,0,13,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.crypto.checksum,HmacMd5Checksum,26,0,0,0,9,0,3,0,3,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.crypto.checksum,Crc32Checksum,42,0,2,0,9,0,5,0,4,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.crypto.checksum,ChecksumHandler,133,0,10,0,31,0,10,0,5,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.crypto.checksum,RsaMd5Checksum,16,0,0,0,6,0,3,0,3,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.exceptions,KerberosException,108,12,0,0,37,4,12,2,12,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.exceptions,ErrorType,13,769,2,2,3,84,4,5,2,5
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.exceptions,InvalidTicketException,9,0,0,0,4,0,2,0,2,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2,ETypeInfo2Container,4,22,0,0,2,8,1,3,1,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2,ETypeInfo2StatesEnum,22,39,5,1,6,5,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.etypeInfo2,ETypeInfo2Grammar,0,60,0,0,0,10,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody,KrbSafeBodyContainer,0,16,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody,KrbSafeBodyStatesEnum,22,139,5,1,6,15,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbSafeBody,KrbSafeBodyGrammar,0,271,0,0,0,26,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.changePwdData.actions,StoreTargName,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.changePwdData.actions,ChangePasswdDataInit,14,22,1,1,2,8,1,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.changePwdData.actions,StoreTargRealm,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.changePwdData.actions,StoreNewPassword,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.adMandatoryForKdc,AdMandatoryForKdcContainer,0,12,0,0,0,4,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.store,PrincipalStoreEntryModifier,158,0,4,0,48,0,22,0,20,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.store,PrincipalStoreEntry,105,0,0,0,36,0,18,0,18,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.server.kerberos.shared.store,TicketFactory,0,118,0,0,0,27,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.encTgsRepPart.actions,StoreEncTgsRepPart,4,72,1,3,1,21,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.transitedEncoding.actions,StoreTrType,0,12,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.transitedEncoding.actions,TransitedEncodingInit,3,41,1,3,1,12,1,4,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.transitedEncoding.actions,StoreContents,0,13,0,0,0,5,0,2,0,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,HostAddrType,131,129,19,1,20,17,19,4,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,PaDataType,265,232,35,3,36,28,35,6,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,EncryptionType,36,372,4,4,8,41,5,7,3,5
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,AuthorizationType,197,175,26,2,27,22,26,5,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,TransitedEncodingType,11,41,3,1,4,9,3,4,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,PrincipalNameType,135,126,15,5,16,20,15,8,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,LastReqType,17,125,1,3,2,16,2,5,1,4
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.types,SamType,129,0,4,0,18,0,7,0,5,0
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv,KrbPrivStatesEnum,22,99,5,1,6,11,7,2,4,2
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv,KrbPrivGrammar,0,141,0,0,0,15,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbPriv,KrbPrivContainer,0,17,0,0,0,7,0,3,0,3
ApacheDS Protocol Kerberos Codec,org.apache.directory.shared.kerberos.codec.krbCred.actions,StoreEncPart,0,12,0,0,0,5,0,2,0,2
