GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exception.control,HandlerMethodStorageProducer,0,10,0,0,0,2,0,2,0,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exception.control,HandlerMethodImpl,19,391,9,39,5,76,9,31,0,16
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exception.control,ExceptionHandlerComparator,4,107,4,16,2,24,4,10,0,4
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exception.control,HandlerMethodStorageImpl,52,125,7,21,8,22,5,12,1,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exception.control,OutboundParameterValueRedefiner,0,41,1,3,0,12,1,3,0,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exception.control.extension,ExceptionControlExtension,20,178,5,21,6,36,5,15,0,7
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.activation,DefaultClassDeactivator,16,36,2,4,1,8,2,4,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,DefaultWindowContextQuotaHandler,11,54,3,7,3,14,3,5,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,WindowBeanHolder,0,28,1,1,0,9,1,3,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,InjectableWindowContext,12,22,1,1,3,8,2,4,1,4
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,WindowContextProducer,0,10,0,0,0,2,0,2,0,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,WindowContextImpl,8,76,5,7,2,22,5,9,0,8
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,WindowContextQuotaHandlerCache,10,17,1,1,3,6,2,3,1,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.window,WindowIdHolder,0,10,0,0,0,4,0,3,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.crypto,DefaultCipherService,87,335,14,18,18,64,13,17,0,14
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.crypto,CdiCipherService,28,0,0,0,6,0,4,0,4,0
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.crypto,CipherCli,173,0,28,0,41,0,16,0,2,0
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.interceptor,GlobalInterceptorExtension,59,27,12,2,11,9,7,4,0,4
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.interceptor,GlobalInterceptorWrapper,94,0,2,0,20,0,11,0,10,0
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.util,AnnotationInstanceUtils,17,9,3,1,4,5,2,1,0,1
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.util,JndiUtils,196,13,12,0,40,6,9,2,3,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.util,ConversationUtils,55,87,10,12,9,23,7,7,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.util,AnnotatedMethods,12,26,2,4,1,8,2,2,0,1
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.exclude.extension,ExcludeExtension,180,638,22,102,38,163,24,60,3,19
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,MessageBundleInvocationHandler,59,226,12,34,12,52,9,19,0,5
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,MessageBundleExtension.MessageBundleLifecycle,0,47,1,1,0,9,1,4,0,4
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,DefaultMessageContext,2,137,2,4,1,32,2,14,0,13
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,DefaultLocaleResolver,2,3,0,0,1,1,1,1,1,1
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,MessageBundleExtension,74,185,6,16,12,40,6,12,0,7
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,DefaultMessageResolver,4,90,5,13,1,23,5,7,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,MessageBundleContext,14,5,0,0,6,1,3,1,3,1
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,MessageFormatMessageInterpolator,0,13,0,0,0,3,0,2,0,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,DefaultMessageInterpolator,0,15,1,3,0,4,1,3,0,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.message,DefaultMessage,30,229,17,25,11,55,16,20,2,13
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.viewaccess,ViewAccessViewHistory,0,10,0,0,0,4,0,3,0,3
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.viewaccess,ViewAccessContext,6,152,6,12,3,36,7,13,1,10
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.viewaccess,ViewAccessContextArtifactProducer,10,0,0,0,2,0,2,0,2,0
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.viewaccess,ViewAccessBeanAccessHistory,0,11,0,0,0,3,0,2,0,2
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.viewaccess,ViewAccessBeanHolder,0,3,0,0,0,1,0,1,0,1
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope.viewaccess,InjectableViewAccessContextManager,24,0,2,0,9,0,4,0,3,0
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope,AbstractBeanHolder,0,93,1,7,0,25,1,10,0,7
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.scope,DeltaSpikeContextExtension,2,130,2,2,2,32,2,7,0,7
Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.interpreter,PropertyExpressionInterpreter,0,6,0,0,0,2,0,2,0,2
