spec,error,class,className,method
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.baseCaseInterProc.CipherExample05,CipherExample05,runCipher
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.insecureBlowFish.CipherExample08,CipherExample08,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.secureBlowFish.CipherExample11,CipherExample11,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.stringReplace.CipherExample13,CipherExample13,runCipher
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.md.stringReplace.MD08,MD08,main
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.aesStringReplace.CipherExample03,CipherExample03,runCipher
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.md.differentCase.MD04,MD04,main
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.md.baseCaseVariable.MD02,MD02,main
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.random.basecase.SecureRand01,SecureRand01,main
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.md.interprocedureCase.MD05,MD05,main
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.md.replaceSHA256DES.MD06,MD06,main
CipherSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.baseCase.CipherExample04,CipherExample04,runCipher
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.aesGCMNoPaddingReplaceDES.CipherExample02,CipherExample02,runCipher
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.stringReplace.CipherExample13,CipherExample13,runCipher
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.KeyToAlgoDES.CipherExample10,CipherExample10,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.differentCase.CipherExample07,CipherExample07,runCipher
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.random.basecase_getinstance.SecureRand02,SecureRand02,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.baseCaseInterProc.CipherExample05,CipherExample05,runCipher
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.baseCaseInterProc.CipherExample05,CipherExample05,runCipher
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.stringReplace.CipherExample13,CipherExample13,runCipher
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.secureBlowFish.CipherExample11,CipherExample11,main
CipherSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.baseCaseVariable.CipherExample06,CipherExample06,runCipher
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.stringCaseTransform.CipherExample12,CipherExample12,runCipher
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.insecureBlowFish.CipherExample08,CipherExample08,main
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.KeyToAlgoAES.CipherExample09,CipherExample09,main
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.aesGCMNoPaddingReplaceDES.CipherExample02,CipherExample02,runCipher
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.aesStringReplace.CipherExample03,CipherExample03,runCipher
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.cipher.differentCase.CipherExample07,CipherExample07,runCipher
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.md.differentCase.MD04,MD04,main
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.md.replaceSHA256DES.MD06,MD06,main
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench03.cipher.baseCase.CipherExample04,CipherExample04,runCipher
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench03.md.baseCase.MD01,MD01,main
