spec,CWE,class,className,method,location,error,expecting
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest00945,BenchmarkTest00945,doPost,BenchmarkTest00945.java:93,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest00946,BenchmarkTest00946,doPost,BenchmarkTest00946.java:93,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01015,BenchmarkTest01015,doPost,BenchmarkTest01015.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01016,BenchmarkTest01016,doPost,BenchmarkTest01016.java:87,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01017,BenchmarkTest01017,doPost,BenchmarkTest01017.java:87,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01018,BenchmarkTest01018,doPost,BenchmarkTest01018.java:87,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01020,BenchmarkTest01020,doPost,BenchmarkTest01020.java:79,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01099,BenchmarkTest01099,doPost,BenchmarkTest01099.java:99,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01102,BenchmarkTest01102,doPost,BenchmarkTest01102.java:97,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01103,BenchmarkTest01103,doPost,BenchmarkTest01103.java:97,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01105,BenchmarkTest01105,doPost,BenchmarkTest01105.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01106,BenchmarkTest01106,doPost,BenchmarkTest01106.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01107,BenchmarkTest01107,doPost,BenchmarkTest01107.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01148,BenchmarkTest01148,doPost,BenchmarkTest01148.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01149,BenchmarkTest01149,doPost,BenchmarkTest01149.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01150,BenchmarkTest01150,doPost,BenchmarkTest01150.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01228,BenchmarkTest01228,doPost,BenchmarkTest01228.java:82,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01229,BenchmarkTest01229,doPost,BenchmarkTest01229.java:82,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01230,BenchmarkTest01230,doPost,BenchmarkTest01230.java:74,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01317,BenchmarkTest01317,doPost,BenchmarkTest01317.java:88,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01318,BenchmarkTest01318,doPost,BenchmarkTest01318.java:88,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01320,BenchmarkTest01320,doPost,BenchmarkTest01320.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01322,BenchmarkTest01322,doPost,BenchmarkTest01322.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01323,BenchmarkTest01323,doPost,BenchmarkTest01323.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01325,BenchmarkTest01325,doPost,BenchmarkTest01325.java:78,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01398,BenchmarkTest01398,doPost,BenchmarkTest01398.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01480,BenchmarkTest01480,doPost,BenchmarkTest01480.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01483,BenchmarkTest01483,doPost,BenchmarkTest01483.java:84,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01484,BenchmarkTest01484,doPost,BenchmarkTest01484.java:84,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01486,BenchmarkTest01486,doPost,BenchmarkTest01486.java:84,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01489,BenchmarkTest01489,doPost,BenchmarkTest01489.java:76,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01565,BenchmarkTest01565,doPost,BenchmarkTest01565.java:84,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01566,BenchmarkTest01566,doPost,BenchmarkTest01566.java:76,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01634,BenchmarkTest01634,doPost,BenchmarkTest01634.java:108,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01637,BenchmarkTest01637,doPost,BenchmarkTest01637.java:106,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01638,BenchmarkTest01638,doPost,BenchmarkTest01638.java:106,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01639,BenchmarkTest01639,doPost,BenchmarkTest01639.java:106,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01641,BenchmarkTest01641,doPost,BenchmarkTest01641.java:98,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01740,BenchmarkTest01740,doPost,BenchmarkTest01740.java:75,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01741,BenchmarkTest01741,doPost,BenchmarkTest01741.java:75,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01742,BenchmarkTest01742,doPost,BenchmarkTest01742.java:75,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01822,BenchmarkTest01822,doPost,BenchmarkTest01822.java:103,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01823,BenchmarkTest01823,doPost,BenchmarkTest01823.java:103,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01829,BenchmarkTest01829,doPost,BenchmarkTest01829.java:93,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01830,BenchmarkTest01830,doPost,BenchmarkTest01830.java:93,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01895,BenchmarkTest01895,doPost,BenchmarkTest01895.java:87,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01897,BenchmarkTest01897,doPost,BenchmarkTest01897.java:87,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01898,BenchmarkTest01898,doPost,BenchmarkTest01898.java:87,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01900,BenchmarkTest01900,doPost,BenchmarkTest01900.java:79,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01978,BenchmarkTest01978,doPost,BenchmarkTest01978.java:97,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01980,BenchmarkTest01980,doPost,BenchmarkTest01980.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest01981,BenchmarkTest01981,doPost,BenchmarkTest01981.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02017,BenchmarkTest02017,doPost,BenchmarkTest02017.java:91,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02018,BenchmarkTest02018,doPost,BenchmarkTest02018.java:91,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02019,BenchmarkTest02019,doPost,BenchmarkTest02019.java:91,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02020,BenchmarkTest02020,doPost,BenchmarkTest02020.java:89,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02022,BenchmarkTest02022,doPost,BenchmarkTest02022.java:81,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02023,BenchmarkTest02023,doPost,BenchmarkTest02023.java:81,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02101,BenchmarkTest02101,doPost,BenchmarkTest02101.java:82,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02192,BenchmarkTest02192,doPost,BenchmarkTest02192.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02193,BenchmarkTest02193,doPost,BenchmarkTest02193.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02194,BenchmarkTest02194,doPost,BenchmarkTest02194.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02195,BenchmarkTest02195,doPost,BenchmarkTest02195.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02290,BenchmarkTest02290,doPost,BenchmarkTest02290.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02291,BenchmarkTest02291,doPost,BenchmarkTest02291.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02292,BenchmarkTest02292,doPost,BenchmarkTest02292.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02293,BenchmarkTest02293,doPost,BenchmarkTest02293.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02294,BenchmarkTest02294,doPost,BenchmarkTest02294.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02295,BenchmarkTest02295,doPost,BenchmarkTest02295.java:96,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02373,BenchmarkTest02373,doPost,BenchmarkTest02373.java:84,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02374,BenchmarkTest02374,doPost,BenchmarkTest02374.java:84,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02375,BenchmarkTest02375,doPost,BenchmarkTest02375.java:76,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02458,BenchmarkTest02458,doPost,BenchmarkTest02458.java:86,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02548,BenchmarkTest02548,doPost,BenchmarkTest02548.java:106,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02549,BenchmarkTest02549,doPost,BenchmarkTest02549.java:106,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02550,BenchmarkTest02550,doPost,BenchmarkTest02550.java:106,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02658,BenchmarkTest02658,doPost,BenchmarkTest02658.java:85,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02660,BenchmarkTest02660,doPost,BenchmarkTest02660.java:83,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02661,BenchmarkTest02661,doPost,BenchmarkTest02661.java:83,InvalidSequenceOfMethodCalls,unknown
CipherSpec,327,org.owasp.benchmark.testcode.BenchmarkTest02663,BenchmarkTest02663,doPost,BenchmarkTest02663.java:75,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00005,BenchmarkTest00005,doPost,BenchmarkTest00005.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00005,BenchmarkTest00005,doPost,BenchmarkTest00005.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00019,BenchmarkTest00019,doPost,BenchmarkTest00019.java:54,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00019,BenchmarkTest00019,doPost,BenchmarkTest00019.java:54,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00020,BenchmarkTest00020,doPost,BenchmarkTest00020.java:61,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00020,BenchmarkTest00020,doPost,BenchmarkTest00020.java:61,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00035,BenchmarkTest00035,doPost,BenchmarkTest00035.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00035,BenchmarkTest00035,doPost,BenchmarkTest00035.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00050,BenchmarkTest00050,doPost,BenchmarkTest00050.java:62,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00050,BenchmarkTest00050,doPost,BenchmarkTest00050.java:62,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00053,BenchmarkTest00053,doPost,BenchmarkTest00053.java:88,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00053,BenchmarkTest00053,doPost,BenchmarkTest00053.java:88,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00055,BenchmarkTest00055,doPost,BenchmarkTest00055.java:81,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00055,BenchmarkTest00055,doPost,BenchmarkTest00055.java:81,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00056,BenchmarkTest00056,doPost,BenchmarkTest00056.java:91,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00056,BenchmarkTest00056,doPost,BenchmarkTest00056.java:91,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00057,BenchmarkTest00057,doPost,BenchmarkTest00057.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00057,BenchmarkTest00057,doPost,BenchmarkTest00057.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00119,BenchmarkTest00119,doPost,BenchmarkTest00119.java:89,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00119,BenchmarkTest00119,doPost,BenchmarkTest00119.java:89,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00120,BenchmarkTest00120,doPost,BenchmarkTest00120.java:73,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00120,BenchmarkTest00120,doPost,BenchmarkTest00120.java:73,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00123,BenchmarkTest00123,doPost,BenchmarkTest00123.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00123,BenchmarkTest00123,doPost,BenchmarkTest00123.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00124,BenchmarkTest00124,doPost,BenchmarkTest00124.java:72,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00124,BenchmarkTest00124,doPost,BenchmarkTest00124.java:72,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
