spec,error,class,className,method,cwe
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00210,BenchmarkTest00210,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00256,BenchmarkTest00256,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00257,BenchmarkTest00257,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00258,BenchmarkTest00258,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00445,BenchmarkTest00445,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00446,BenchmarkTest00446,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00522,BenchmarkTest00522,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00614,BenchmarkTest00614,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00615,BenchmarkTest00615,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00688,BenchmarkTest00688,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00691,BenchmarkTest00691,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00692,BenchmarkTest00692,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00693,BenchmarkTest00693,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00779,BenchmarkTest00779,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00781,BenchmarkTest00781,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00855,BenchmarkTest00855,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00856,BenchmarkTest00856,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest00857,BenchmarkTest00857,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01016,BenchmarkTest01016,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01017,BenchmarkTest01017,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01018,BenchmarkTest01018,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01102,BenchmarkTest01102,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01103,BenchmarkTest01103,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01148,BenchmarkTest01148,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01149,BenchmarkTest01149,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01150,BenchmarkTest01150,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01228,BenchmarkTest01228,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01229,BenchmarkTest01229,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01320,BenchmarkTest01320,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01322,BenchmarkTest01322,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01323,BenchmarkTest01323,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01398,BenchmarkTest01398,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01483,BenchmarkTest01483,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01484,BenchmarkTest01484,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01486,BenchmarkTest01486,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01565,BenchmarkTest01565,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01637,BenchmarkTest01637,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01638,BenchmarkTest01638,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01639,BenchmarkTest01639,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01895,BenchmarkTest01895,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01897,BenchmarkTest01897,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01898,BenchmarkTest01898,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest01978,BenchmarkTest01978,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02020,BenchmarkTest02020,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02101,BenchmarkTest02101,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02192,BenchmarkTest02192,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02193,BenchmarkTest02193,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02194,BenchmarkTest02194,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02195,BenchmarkTest02195,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02290,BenchmarkTest02290,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02291,BenchmarkTest02291,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02292,BenchmarkTest02292,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02293,BenchmarkTest02293,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02294,BenchmarkTest02294,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02295,BenchmarkTest02295,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02373,BenchmarkTest02373,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02374,BenchmarkTest02374,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02548,BenchmarkTest02548,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02549,BenchmarkTest02549,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02550,BenchmarkTest02550,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02660,BenchmarkTest02660,-,327
1,Found: DES/CBC/PKCS5Padding,BenchmarkTest02661,BenchmarkTest02661,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00019,BenchmarkTest00019,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00035,BenchmarkTest00035,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00354,BenchmarkTest00354,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00355,BenchmarkTest00355,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00356,BenchmarkTest00356,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00448,BenchmarkTest00448,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00449,BenchmarkTest00449,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00616,BenchmarkTest00616,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00617,BenchmarkTest00617,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00859,BenchmarkTest00859,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00945,BenchmarkTest00945,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest00946,BenchmarkTest00946,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01020,BenchmarkTest01020,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01105,BenchmarkTest01105,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01106,BenchmarkTest01106,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01107,BenchmarkTest01107,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01230,BenchmarkTest01230,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01325,BenchmarkTest01325,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01489,BenchmarkTest01489,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01566,BenchmarkTest01566,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01641,BenchmarkTest01641,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01740,BenchmarkTest01740,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01741,BenchmarkTest01741,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01742,BenchmarkTest01742,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01829,BenchmarkTest01829,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01830,BenchmarkTest01830,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01900,BenchmarkTest01900,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01980,BenchmarkTest01980,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest01981,BenchmarkTest01981,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest02022,BenchmarkTest02022,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest02023,BenchmarkTest02023,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest02375,BenchmarkTest02375,-,327
1,Found: DESede/ECB/PKCS5Padding,BenchmarkTest02663,BenchmarkTest02663,-,327
10,Found: BenchmarkTest00779=,BenchmarkTest00779,BenchmarkTest00779,-,-
10,Found: BenchmarkTest02548=,BenchmarkTest02548,BenchmarkTest02548,-,-
10,Found: BenchmarkTest02549=,BenchmarkTest02549,BenchmarkTest02549,-,-
10,Found: Z,BenchmarkTest00120,BenchmarkTest00120,-,-
10,Found: Z,BenchmarkTest00685,BenchmarkTest00685,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00023,BenchmarkTest00023,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00066,BenchmarkTest00066,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00067,BenchmarkTest00067,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00068,BenchmarkTest00068,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00078,BenchmarkTest00078,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00079,BenchmarkTest00079,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00080,BenchmarkTest00080,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00081,BenchmarkTest00081,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00082,BenchmarkTest00082,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00083,BenchmarkTest00083,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00084,BenchmarkTest00084,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00085,BenchmarkTest00085,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00086,BenchmarkTest00086,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00140,BenchmarkTest00140,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00160,BenchmarkTest00160,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00161,BenchmarkTest00161,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00162,BenchmarkTest00162,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00163,BenchmarkTest00163,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00164,BenchmarkTest00164,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00165,BenchmarkTest00165,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00166,BenchmarkTest00166,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00167,BenchmarkTest00167,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00168,BenchmarkTest00168,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00230,BenchmarkTest00230,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00231,BenchmarkTest00231,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00232,BenchmarkTest00232,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00233,BenchmarkTest00233,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00234,BenchmarkTest00234,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00235,BenchmarkTest00235,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00236,BenchmarkTest00236,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00237,BenchmarkTest00237,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00238,BenchmarkTest00238,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00239,BenchmarkTest00239,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00240,BenchmarkTest00240,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00296,BenchmarkTest00296,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00297,BenchmarkTest00297,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00298,BenchmarkTest00298,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00299,BenchmarkTest00299,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00347,BenchmarkTest00347,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00368,BenchmarkTest00368,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00369,BenchmarkTest00369,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00397,BenchmarkTest00397,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00398,BenchmarkTest00398,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00399,BenchmarkTest00399,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00400,BenchmarkTest00400,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00401,BenchmarkTest00401,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00402,BenchmarkTest00402,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00461,BenchmarkTest00461,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00482,BenchmarkTest00482,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00483,BenchmarkTest00483,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00484,BenchmarkTest00484,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00485,BenchmarkTest00485,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00486,BenchmarkTest00486,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00487,BenchmarkTest00487,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00488,BenchmarkTest00488,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00489,BenchmarkTest00489,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00490,BenchmarkTest00490,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00560,BenchmarkTest00560,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00561,BenchmarkTest00561,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00562,BenchmarkTest00562,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00563,BenchmarkTest00563,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00564,BenchmarkTest00564,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00652,BenchmarkTest00652,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00653,BenchmarkTest00653,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00654,BenchmarkTest00654,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00702,BenchmarkTest00702,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00733,BenchmarkTest00733,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00734,BenchmarkTest00734,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00735,BenchmarkTest00735,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00817,BenchmarkTest00817,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00818,BenchmarkTest00818,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00819,BenchmarkTest00819,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00898,BenchmarkTest00898,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00899,BenchmarkTest00899,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00900,BenchmarkTest00900,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00901,BenchmarkTest00901,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00902,BenchmarkTest00902,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00960,BenchmarkTest00960,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00971,BenchmarkTest00971,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00972,BenchmarkTest00972,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00973,BenchmarkTest00973,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00974,BenchmarkTest00974,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00975,BenchmarkTest00975,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest00976,BenchmarkTest00976,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01058,BenchmarkTest01058,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01059,BenchmarkTest01059,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01060,BenchmarkTest01060,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01119,BenchmarkTest01119,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01127,BenchmarkTest01127,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01128,BenchmarkTest01128,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01129,BenchmarkTest01129,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01130,BenchmarkTest01130,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01131,BenchmarkTest01131,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01132,BenchmarkTest01132,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01133,BenchmarkTest01133,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01162,BenchmarkTest01162,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01163,BenchmarkTest01163,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01183,BenchmarkTest01183,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01184,BenchmarkTest01184,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01271,BenchmarkTest01271,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01272,BenchmarkTest01272,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01273,BenchmarkTest01273,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01274,BenchmarkTest01274,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01275,BenchmarkTest01275,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01276,BenchmarkTest01276,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01277,BenchmarkTest01277,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01278,BenchmarkTest01278,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01279,BenchmarkTest01279,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01354,BenchmarkTest01354,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01355,BenchmarkTest01355,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01356,BenchmarkTest01356,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01357,BenchmarkTest01357,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01358,BenchmarkTest01358,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01431,BenchmarkTest01431,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01432,BenchmarkTest01432,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01433,BenchmarkTest01433,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01434,BenchmarkTest01434,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01435,BenchmarkTest01435,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01502,BenchmarkTest01502,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01518,BenchmarkTest01518,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01519,BenchmarkTest01519,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01520,BenchmarkTest01520,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01575,BenchmarkTest01575,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01602,BenchmarkTest01602,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01603,BenchmarkTest01603,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01648,BenchmarkTest01648,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01675,BenchmarkTest01675,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01676,BenchmarkTest01676,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01677,BenchmarkTest01677,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01678,BenchmarkTest01678,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01679,BenchmarkTest01679,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01680,BenchmarkTest01680,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01681,BenchmarkTest01681,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01781,BenchmarkTest01781,-,-
