spec,error,class,className,method,cwe
1,"Found: ""AES/ECB/PKCS5Padding""",EcbInSymmCryptoABICase1,EcbInSymmCryptoABICase1,-,327
1,"Found: ""Blowfish""",BrokenCryptoABSCase2,BrokenCryptoABSCase2,-,327
1,"Found: ""Blowfish""",BrokenCryptoABICase6,BrokenCryptoABICase6,-,327
1,"Found: ""Blowfish""",BrokenCryptoABICase2,BrokenCryptoABICase2,-,327
1,"Found: ""RC4""",BrokenCryptoABPSCase3,BrokenCryptoABPSCase3,-,327
1,"Found: ""AES/ECB/PKCS5Padding""",EcbInSymmCryptoABICase3,EcbInSymmCryptoABICase3,-,327
1,"Found: ""Blowfish""",BrokenCryptoABICase12,BrokenCryptoABICase12,-,327
1,"Found: ""Blowfish""",BrokenCryptoABPSCase2,BrokenCryptoABPSCase2,-,327
1,"Found: ""DES""",BrokenCryptoABSCase5,BrokenCryptoABSCase5,-,327
1,"Found: ""RC2""",BrokenCryptoABICase4,BrokenCryptoABICase4,-,327
1,"Found: ""DES""",BrokenCryptoABMCCase5,BrokenCryptoABMCCase5,-,1391
1,"Found: ""RC4""",BrokenCryptoABICase7,BrokenCryptoABICase7,-,327
1,"Found: ""RC2""",BrokenCryptoABICase8,BrokenCryptoABICase8,-,327
1,"Found: ""AES/ECB/PKCS5Padding""",EcbInSymmCryptoBBCase1,EcbInSymmCryptoBBCase1,-,327
1,"Found: ""RC4""",BrokenCryptoABICase3,BrokenCryptoABICase3,-,327
1,"Found: ""AES/ECB/PKCS5Padding""",BrokenCryptoABSCase1,BrokenCryptoABSCase1,-,327
1,"Found: ""DES/ECB/PKCS5Padding""",BrokenCryptoBBCase1,BrokenCryptoBBCase1,-,327
1,"Found: ""DES""",BrokenCryptoABICase9,BrokenCryptoABICase9,-,327
1,"Found: ""DES/ECB/PKCS5Padding""",BrokenCryptoABICase5,BrokenCryptoABICase5,-,327
1,"Found: ""Blowfish""",BrokenCryptoABMCCase2,BrokenCryptoABMCCase2,-,327
1,"Found: ""AES/ECB/PKCS5Padding""",EcbInSymmCryptoABSCase1,EcbInSymmCryptoABSCase1,-,327
1,"Found: ""DES""",BrokenCryptoABICase10,BrokenCryptoABICase10,-,327
1,"Found: ""RC4""",BrokenCryptoBBCase3,BrokenCryptoBBCase3,-,327
1,"Found: ""DES""",BrokenCryptoBBCase5,BrokenCryptoBBCase5,-,327
1,"Found: ""DES/ECB/PKCS5Padding""",BrokenCryptoABICase1,BrokenCryptoABICase1,-,327
1,"Found: ""RC2""",BrokenCryptoBBCase4,BrokenCryptoBBCase4,-,327
13,Found: Untrused PRNG (java.util.Random),UntrustedPRNGCase1,UntrustedPRNGCase1,-,338
2,"Found: ""MD5""",BrokenHashABMCCase3,BrokenHashABMCCase3,-,328
2,"Found: ""SHA1""",BrokenHashABMCCase1,BrokenHashABMCCase1,-,328
2,"Found: ""MD5""",BrokenHashABPSCase2,BrokenHashABPSCase2,-,328
2,"Found: ""MD5""",BrokenHashABSCase3,BrokenHashABSCase3,-,328
2,"Found: ""MD5""",BrokenHashABICase2,BrokenHashABICase2,-,328
2,"Found: ""MD2""",BrokenHashABSCase4,BrokenHashABSCase4,-,328
2,"Found: ""MD5""",BrokenHashBBCase2,BrokenHashBBCase2,-,328
2,"Found: ""MD2""",BrokenHashABMCCase4,BrokenHashABMCCase4,-,328
2,"Found: ""MD5""",BrokenHashABSCase2,BrokenHashABSCase2,-,328
2,"Found: ""SHA1""",BrokenHashBBCase1,BrokenHashBBCase1,-,328
2,"Found: ""MD2""",BrokenHashABPSCase4,BrokenHashABPSCase4,-,328
2,"Found: ""MD5""",BrokenHashABICase10,BrokenHashABICase10,-,328
2,"Found: ""MD5""",BrokenHashABICase6,BrokenHashABICase6,-,328
2,"Found: ""MD5""",BrokenHashABPSCase3,BrokenHashABPSCase3,-,328
2,"Found: ""MD2""",BrokenHashABICase8,BrokenHashABICase8,-,328
2,"Found: ""MD2""",BrokenHashABICase4,BrokenHashABICase4,-,328
2,"Found: ""MD5""",BrokenHashBBCase3,BrokenHashBBCase3,-,328
2,"Found: ""MD2""",BrokenHashABICase12,BrokenHashABICase12,-,328
2,"Found: ""MD5""",BrokenHashABMCCase2,BrokenHashABMCCase2,-,328
2,"Found: ""SHA1""",BrokenHashABICase9,BrokenHashABICase9,-,328
2,"Found: ""SHA1""",BrokenHashABPSCase1,BrokenHashABPSCase1,-,328
2,"Found: ""MD5""",BrokenHashABICase7,BrokenHashABICase7,-,328
2,"Found: ""SHA1""",BrokenHashABSCase1,BrokenHashABSCase1,-,328
2,"Found: ""MD5""",BrokenHashABICase11,BrokenHashABICase11,-,328
2,"Found: ""MD2""",BrokenHashBBCase4,BrokenHashBBCase4,-,328
2,"Found: ""MD5""",BrokenHashABICase3,BrokenHashABICase3,-,328
2,"Found: ""SHA1""",BrokenHashABICase5,BrokenHashABICase5,-,328
2,"Found: ""SHA1""",BrokenHashABICase1,BrokenHashABICase1,-,328
3,"Found: Constant ""10""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""8""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""30""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""8""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""25""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""10""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""7""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""6""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""10""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""7""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""20""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""6""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""10""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""sagar""",PredictablePBEPasswordABMCCase1,PredictablePBEPasswordABMCCase1,-,341
3,"Found: Constant ""20""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""10""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""sagar""",PredictablePBEPasswordABICase1,PredictablePBEPasswordABICase1,-,1391
3,"Found: Constant ""5""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""50""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""8""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""sagar""",PredictablePBEPasswordABICase3,PredictablePBEPasswordABICase3,-,1391
3,"Found: Constant ""20""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""30""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""20""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""30""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""30""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""35""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""saagar""",PredictablePBEPasswordABPSCase1,PredictablePBEPasswordABPSCase1,-,341
3,"Found: Constant ""6""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""6""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""6""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""10""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""30""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""8""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""15""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""115""",PredictablePBEPasswordBBCase2,PredictablePBEPasswordBBCase2,-,1391
3,"Found: Constant ""20""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""8""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""7""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyABSCase1,PredictableCryptographicKeyABSCase1,-,341
3,"Found: Constant ""40""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""55""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""7""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,-,341
3,"Found: Constant ""30""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""sagar""",PredictablePBEPasswordABSCase1,PredictablePBEPasswordABSCase1,-,1391
3,"Found: Constant ""7""",PredictableCryptographicKeyABICase3,PredictableCryptographicKeyABICase3,-,341
3,"Found: Constant ""20""",PredictableCryptographicKeyABICase1,PredictableCryptographicKeyABICase1,-,341
3,"Found: Constant ""afix""",PredictablePBEPasswordABHCase2,PredictablePBEPasswordABHCase2,-,1391
3,"Found: Constant ""5""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
3,"Found: Constant ""45""",PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,-,341
3,"Found: Constant ""5""",PredictableCryptographicKeyABMCCase1,PredictableCryptographicKeyABMCCase1,-,341
10,"Found: ""abcde-----------""",StaticInitializationVectorABICase3,StaticInitializationVectorABICase3,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABHCase1,StaticInitializationVectorABHCase1,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABMCCase1,StaticInitializationVectorABMCCase1,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABHCase2,StaticInitializationVectorABHCase2,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABPSCase1,StaticInitializationVectorABPSCase1,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABICase2,StaticInitializationVectorABICase2,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABICase1,StaticInitializationVectorABICase1,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorBBCase1,StaticInitializationVectorBBCase1,-,329
10,"Found: ""abcde-----------""",StaticInitializationVectorABSCase1,StaticInitializationVectorABSCase1,-,329
9,"Found: ""-94""",StaticSaltsABPSCase1,StaticSaltsABPSCase1,-,798
9,"Found: ""aaa""",StaticSaltsABHCase1,StaticSaltsABHCase1,-,798
9,"Found: ""-94""",StaticSaltsABSCase1,StaticSaltsABSCase1,-,798
9,"Found: ""-94""",StaticSaltsBBCase1,StaticSaltsBBCase1,-,798
9,"Found: ""-94""",StaticSaltsABMCCase1,StaticSaltsABMCCase1,-,798
9,"Found: ""-94""",StaticSaltsABICase3,StaticSaltsABICase3,-,798
9,"Found: ""-94""",StaticSaltsABICase1,StaticSaltsABICase1,-,798
8,"Found: ""20""",LessThan1000IterationPBEABICase1,LessThan1000IterationPBEABICase1,-,916
8,"Found: ""20""",LessThan1000IterationPBEBBCase1,LessThan1000IterationPBEBBCase1,-,916
8,"Found: ""20""",LessThan1000IterationPBEABMCCase1,LessThan1000IterationPBEABMCCase1,-,916
8,"Found: ""20""",LessThan1000IterationPBEABSCase1,LessThan1000IterationPBEABSCase1,-,916
8,"Found: ""20""",LessThan1000IterationPBEABICase3,LessThan1000IterationPBEABICase3,-,916
8,"Found: ""5""",LessThan1000IterationPBEABPSCase1,LessThan1000IterationPBEABPSCase1,-,916
11,"Found: ""-56""",PredictableSeedsABICase1,PredictableSeedsABICase1,-,337
11,"Found: ""-56""",PredictableSeedsABICase5,PredictableSeedsABICase5,-,337
11,"Found: ""100""",PredictableSeedsABICase6,PredictableSeedsABICase6,-,337
11,"Found: ""100""",PredictableSeedsABICase2,PredictableSeedsABICase2,-,337
11,"Found: ""aaa""",PredictableSeedsABHCase4,PredictableSeedsABHCase4,-,337
11,"Found: ""100""",PredictableSeedsABSCase2,PredictableSeedsABSCase2,-,337
11,"Found: ""100""",PredictableSeedsABPSCase2,PredictableSeedsABPSCase2,-,337
11,"Found: ""-56""",PredictableSeedsABPSCase1,PredictableSeedsABPSCase1,-,337
11,"Found: ""-56""",PredictableSeedsBBCase1,PredictableSeedsBBCase1,-,337
11,"Found: ""100""",PredictableSeedsABMCCase2,PredictableSeedsABMCCase2,-,337
11,"Found: ""-56""",PredictableSeedsABSCase1,PredictableSeedsABSCase1,-,337
11,"Found: ""100""",PredictableSeedsBBCase2,PredictableSeedsBBCase2,-,337
11,"Found: ""100""",PredictableSeedsABPSCase1,PredictableSeedsABPSCase1,-,337
11,"Found: ""100""",PredictableSeedsABSCase1,PredictableSeedsABSCase1,-,337
11,"Found: ""-56""",PredictableSeedsABPSCase2,PredictableSeedsABPSCase2,-,337
11,"Found: ""100""",PredictableSeedsABICase1,PredictableSeedsABICase1,-,337
11,"Found: ""100""",PredictableSeedsABICase5,PredictableSeedsABICase5,-,337
11,"Found: ""100""",PredictableSeedsBBCase1,PredictableSeedsBBCase1,-,337
11,"Found: ""-56""",PredictableSeedsABMCCase1,PredictableSeedsABMCCase1,-,337
11,"Found: ""100""",PredictableSeedsABMCCase1,PredictableSeedsABMCCase1,-,337
11,"Found: ""aaa""",PredictableSeedsABHCase2,PredictableSeedsABHCase2,-,337
14,"Found: ""password""",PredictableKeyStorePasswordBBCase1,PredictableKeyStorePasswordBBCase1,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABICase2,PredictableKeyStorePasswordABICase2,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABICase1,PredictableKeyStorePasswordABICase1,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABMCCase1,PredictableKeyStorePasswordABMCCase1,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABICase3,PredictableKeyStorePasswordABICase3,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABSCase1,PredictableKeyStorePasswordABSCase1,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABPSCase1,PredictableKeyStorePasswordABPSCase1,-,1391
14,"Found: ""password""",PredictableKeyStorePasswordABHCase2,PredictableKeyStorePasswordABHCase2,-,1391
