spec,error,class,className,method
SecretKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringABICase1,CredentialInStringABICase1,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase6,BrokenHashABICase6,go
PBEKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordBBCase1,PredictablePBEPasswordBBCase1,key
IvParameterSpecSpec,UnsatisfiedConstraint,the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorABMC1.go(StaticInitializationVectorABMC1.java:14),java:14),the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorABMC1.go(StaticInitializationVectorABMC1.java:14)
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC1,BrokenCryptoABMC1,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase12,BrokenHashABICase12,method1
PBEKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABMC1,PredictablePBEPasswordABMC1,key
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEBBCase1,LessThan1000IterationPBEBBCase1,key2
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABMC1,BrokenHashABMC1,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase9,BrokenCryptoABICase9,go
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoBBCase3,BrokenCryptoBBCase3,go
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABICase1,LessThan1000IterationPBEABICase1,go
KeyPairGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.insecureasymmetriccrypto.InsecureAsymmetricCipherABICase2,InsecureAsymmetricCipherABICase2,main
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABICase2,LessThan1000IterationPBEABICase2,key2
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABICase3,LessThan1000IterationPBEABICase3,method1
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase5,PredictableSeedsABICase5,method2
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase7,BrokenHashABICase7,go
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.ecbcrypto.CryptoECB1,CryptoECB1,method1
PBEKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordBBCase2,PredictablePBEPasswordBBCase2,key
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase1,PredictableSeedsABICase1,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC2,BrokenCryptoABMC2,go
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.ecbcrypto.EcbInSymmCryptoABICase3,EcbInSymmCryptoABICase3,method1
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoBBCase4,BrokenCryptoBBCase4,go
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticsalts.CryptoStaticSalt1,CryptoStaticSalt1,method1
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase8,BrokenCryptoABICase8,go
CipherSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.ecbcrypto.EcbInSymmCryptoABICase1,EcbInSymmCryptoABICase1,go
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC5,BrokenCryptoABMC5,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABMC2,BrokenHashABMC2,go
SecretKeySpec,UnsatisfiedConstraint,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringABMC1,CredentialInStringABMC1,go
KeyPairGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.insecureasymmetriccrypto.InsecureAsymmetricCipherBBCase1,InsecureAsymmetricCipherBBCase1,go
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.ecbcrypto.EcbInSymmCryptoABMC1,EcbInSymmCryptoABMC1,go
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase6,PredictableSeedsABICase6,method2
SecretKeySpec,UnsatisfiedConstraint,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringABHCase1,CredentialInStringABHCase1,main
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase1,BrokenCryptoABICase1,go
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase11,BrokenHashABICase11,method1
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase2,PredictableSeedsABICase2,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase4,BrokenHashABICase4,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC3,BrokenCryptoABMC3,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.CryptoHash2,CryptoHash2,encrypt
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABHCase1,StaticSaltsABHCase1,key2
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase1,BrokenHashABICase1,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase3,BrokenCryptoABICase3,go
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase10,BrokenHashABICase10,method1
IvParameterSpecSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorBBCase1,StaticInitializationVectorBBCase1,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase5,BrokenHashABICase5,go
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase3,PredictableSeedsABICase3,go
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.ecbcrypto.EcbInSymmCryptoABICase1,EcbInSymmCryptoABICase1,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC5,BrokenCryptoABMC5,go
SecretKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringABICase3,CredentialInStringABICase3,method2
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABICase1,StaticSaltsABICase1,key2
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC4,BrokenCryptoABMC4,go
KeyPairSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.insecureasymmetriccrypto.InsecureAsymmetricCipherABPSCase1,InsecureAsymmetricCipherABPSCase1,go
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase4,PredictableSeedsABICase4,go
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABMC1,LessThan1000IterationPBEABMC1,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.CryptoHash3,CryptoHash3,encrypt
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordCorrected,PredictablePBEPasswordCorrected,key
SecureRandomSpec,UnsatisfiedConstraint,setSeed() expects a randomized byte array.br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase5.method2(PredictableSeedsABICase5.java:17),java:17),setSeed() expects a randomized byte array.br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABICase5.method2(PredictableSeedsABICase5.java:17)
SecretKeySpec,UnsatisfiedConstraint,br.unb.cic.mop.bench02.predictablecryptographickey.PredictableCryptographicKeyBBCase1,PredictableCryptographicKeyBBCase1,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase2,BrokenCryptoABICase2,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoBBCase5,BrokenCryptoBBCase5,go
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.ecbcrypto.EcbInSymmCryptoABICase2,EcbInSymmCryptoABICase2,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase9,BrokenHashABICase9,method1
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABPSCase1,StaticSaltsABPSCase1,key2
SecretKeySpec,UnsatisfiedConstraint,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringBBCase1,CredentialInStringBBCase1,main
KeyPairSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.insecureasymmetriccrypto.InsecureAsymmetricCipherABICase1,InsecureAsymmetricCipherABICase1,go
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABICase2,StaticSaltsABICase2,key2
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase2,BrokenHashABICase2,go
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABPSCase1,LessThan1000IterationPBEABPSCase1,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.Crypto3,Crypto3,encrypt
PBEKeySpec,UnsatisfiedConstraint,first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABICase2.go(PredictablePBEPasswordABICase2.java:33),java:33),first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABICase2.go(PredictablePBEPasswordABICase2.java:33)
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC2,BrokenCryptoABMC2,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase5,BrokenCryptoABICase5,go
SecretKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictablecryptographickey.PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,main
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABMC1,StaticSaltsABMC1,key2
SecretKeySpec,UnsatisfiedConstraint,br.unb.cic.mop.bench02.predictablecryptographickey.PredictableCryptographicKeyABHCase2,PredictableCryptographicKeyABHCase2,main
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase12,BrokenHashABICase12,method1
IvParameterSpecSpec,UnsatisfiedConstraint,the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorBBCase1.go(StaticInitializationVectorBBCase1.java:18),java:18),the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorBBCase1.go(StaticInitializationVectorBBCase1.java:18)
PBEKeySpec,UnsatisfiedConstraint,first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABHCase2.key(PredictablePBEPasswordABHCase2.java:30),java:30),first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABHCase2.key(PredictablePBEPasswordABHCase2.java:30)
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase3,BrokenHashABICase3,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.Crypto4,Crypto4,encrypt
KeyPairSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.insecureasymmetriccrypto.InsecureAsymmetricCipherABICase2,InsecureAsymmetricCipherABICase2,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.CryptoHash1,CryptoHash1,encrypt
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABMC1,BrokenCryptoABMC1,go
IvParameterSpecSpec,UnsatisfiedConstraint,the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorABICase1.go(StaticInitializationVectorABICase1.java:12),java:12),the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorABICase1.go(StaticInitializationVectorABICase1.java:12)
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase4,BrokenCryptoABICase4,go
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoBBCase3,BrokenCryptoBBCase3,go
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase10,BrokenCryptoABICase10,go
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABICase2,LessThan1000IterationPBEABICase2,key2
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.pbeiteration.LessThan1000IterationPBEABMC1,LessThan1000IterationPBEABMC1,go
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase5,BrokenCryptoABICase5,go
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABMC1,BrokenHashABMC1,go
PBEKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABHCase2,PredictablePBEPasswordABHCase2,key
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.staticsalts.CryptoStaticSalt1,CryptoStaticSalt1,method1
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase9,BrokenHashABICase9,method1
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABHCase4,PredictableSeedsABHCase4,main
PBEKeySpec,UnsatisfiedConstraint,first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABICase3.method2(PredictablePBEPasswordABICase3.java:28),java:28),first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordABICase3.method2(PredictablePBEPasswordABICase3.java:28)
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase13,BrokenCryptoABICase13,method1
PBEParameterSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABICase2,StaticSaltsABICase2,key2
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase5,BrokenHashABICase5,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashBBCase1,BrokenHashBBCase1,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoBBCase4,BrokenCryptoBBCase4,go
IvParameterSpecSpec,UnsatisfiedConstraint,the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorABICase2.go(StaticInitializationVectorABICase2.java:17),java:17),the byte[] initialization vector must be randomizedbr.unb.cic.mop.bench02.staticinitializationvector.StaticInitializationVectorABICase2.go(StaticInitializationVectorABICase2.java:17)
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase12,BrokenCryptoABICase12,method1
PBEKeySpec,UnsatisfiedConstraint,first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordBBCase1.key(PredictablePBEPasswordBBCase1.java:22),java:22),first argument should have been randomized br.unb.cic.mop.bench02.predictablepbepassword.PredictablePBEPasswordBBCase1.key(PredictablePBEPasswordBBCase1.java:22)
CipherSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringCorrected,CredentialInStringCorrected,main
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase4,BrokenCryptoABICase4,go
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABMC2,BrokenHashABMC2,go
KeyPairGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.insecureasymmetriccrypto.InsecureAsymmetricCipherABICase1,InsecureAsymmetricCipherABICase1,go
MessageDigestSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase1,BrokenHashABICase1,go
SecureRandomSpec,UnsatisfiedConstraint,setSeed() expects a randomized byte array.br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABMC1.go(PredictableSeedsABMC1.java:8),java:8),setSeed() expects a randomized byte array.br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABMC1.go(PredictableSeedsABMC1.java:8)
SecretKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringCorrected,CredentialInStringCorrected,main
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.pbeiteration.CryptoPBEIteration1,CryptoPBEIteration1,method1
CipherSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.Crypto2,Crypto2,encrypt
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsBBCase2,PredictableSeedsBBCase2,main
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashABICase4,BrokenHashABICase4,go
MessageDigestSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokenhash.BrokenHashBBCase4,BrokenHashBBCase4,main
KeyGeneratorSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoBBCase1,BrokenCryptoBBCase1,go
SecretKeySpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringBBCase1,CredentialInStringBBCase1,main
SecretKeySpec,UnsatisfiedConstraint,br.unb.cic.mop.bench02.credentialinstring.CredentialInStringABICase1,CredentialInStringABICase1,go
SecureRandomSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.predictableseeds.PredictableSeedsABHCase2,PredictableSeedsABHCase2,main
PBEParameterSpec,InvalidSequenceOfMethodCalls,br.unb.cic.mop.bench02.staticsalts.StaticSaltsABICase3,StaticSaltsABICase3,method2
KeyGeneratorSpec,UnsafeAlgorithm,br.unb.cic.mop.bench02.brokencrypto.BrokenCryptoABICase3,BrokenCryptoABICase3,go
