Spec,Class,ClassName,method,message,cwe
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R04,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,algorithm: AES/CBC/PKCS5Padding,327
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 5f9616c5302262945f46d4ae94af510d,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 5f9616c5302262945f46d4ae94af510d,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 5f9616c5302262945f46d4ae94af510d,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 5f9616c5302262945f46d4ae94af510d,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.encoded: 11c888f159ce882266fe74f89c8a588b,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 02024149587c4d856cab7b48d8b37597,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.encoded: 02024149587c4d856cab7b48d8b37597,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 02024149587c4d856cab7b48d8b37597,1391
rule_R05,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.encoded: 02024149587c4d856cab7b48d8b37597,1391
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: a2b81aa5a7217a66a789fa2575c7e9ae,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: a2b81aa5a7217a66a789fa2575c7e9ae,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: a2b81aa5a7217a66a789fa2575c7e9ae,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: a2b81aa5a7217a66a789fa2575c7e9ae,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.iv: a2b81aa5a7217a66a789fa2575c7e9ae,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.iv: a2b81aa5a7217a66a789fa2575c7e9ae,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: 0c0dfd037104e44e81e01d03df6e7904,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: 0c0dfd037104e44e81e01d03df6e7904,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: 0c0dfd037104e44e81e01d03df6e7904,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: 0c0dfd037104e44e81e01d03df6e7904,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: a2b81aa5a7217a66a789fa2575c7dd6a,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: a2b81aa5a7217a66a789fa2575c7dd6a,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: a2b81aa5a7217a66a789fa2575c7dd6a,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: a2b81aa5a7217a66a789fa2575c7dd6a,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.iv: a2b81aa5a7217a66a789fa2575c7dd6a,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,key.iv: a2b81aa5a7217a66a789fa2575c7dd6a,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: 21d20269c85e13179cbada2b8dabdaf7,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,key.iv: 21d20269c85e13179cbada2b8dabdaf7,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: 21d20269c85e13179cbada2b8dabdaf7,329
rule_R07,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,key.iv: 21d20269c85e13179cbada2b8dabdaf7,329
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 33413938374143463843424331303238423744424338364244303836383331313531383939413242,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 33413938374143463843424331303238423744424338364244303836383331313531383939413242,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 33413938374143463843424331303238423744424338364244303836383331313531383939413242,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 33413938374143463843424331303238423744424338364244303836383331313531383939413242,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 44413339413345453545364234423044333235354246454639353630313839304146443830373039,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 44413339413345453545364234423044333235354246454639353630313839304146443830373039,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 44413339413345453545364234423044333235354246454639353630313839304146443830373039,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 44413339413345453545364234423044333235354246454639353630313839304146443830373039,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R10,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R11,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R12,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,salt: 53616c7479,798
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: org.apache.manifoldcf.database.username,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: org.apache.manifoldcf.database.username,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: org.apache.manifoldcf.database.username,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: org.apache.manifoldcf.database.username,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: org.apache.manifoldcf.database.maxquerytime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: org.apache.manifoldcf.database.maxquerytime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: org.apache.manifoldcf.database.maxquerytime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: org.apache.manifoldcf.database.maxquerytime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,deobfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,password: NowIsTheTime,1391
rule_R16,org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,obfuscate,password: NowIsTheTime,1391
