Language,ClassName,blank,comment,code
Java,BenchmarkTest01481,17,30,121
Java,BenchmarkTest01700,21,22,121
Java,BenchmarkTest02019,18,27,121
Java,BenchmarkTest00254,15,27,120
Java,BenchmarkTest01227,17,30,120
Java,BenchmarkTest01640,19,25,120
Java,BenchmarkTest01829,16,20,120
Java,BenchmarkTest00257,14,27,119
Java,BenchmarkTest00608,15,26,119
Java,BenchmarkTest01319,17,30,119
Java,BenchmarkTest00258,14,27,118
Java,BenchmarkTest01849,15,18,118
Java,BenchmarkTest02191,17,31,118
Java,BenchmarkTest02459,16,30,118
Java,BenchmarkTest02658,17,27,118
Java,BenchmarkTest00121,16,31,117
Java,BenchmarkTest01120,19,20,117
Java,BenchmarkTest01563,17,30,117
Java,BenchmarkTest01654,17,21,117
Java,BenchmarkTest01656,17,21,117
Java,BenchmarkTest02293,16,27,117
Java,BenchmarkTest00120,14,27,116
Java,BenchmarkTest00989,17,19,116
Java,BenchmarkTest01136,20,22,116
Java,BenchmarkTest02008,20,22,116
Java,BenchmarkTest02307,17,18,116
Java,BenchmarkTest00685,13,26,115
Java,BenchmarkTest00686,13,30,115
Java,BenchmarkTest00829,16,23,115
Java,BenchmarkTest01122,20,20,115
Java,BenchmarkTest01564,17,30,115
Java,BenchmarkTest02190,16,30,115
Java,BenchmarkTest02619,17,22,115
Java,BenchmarkTest00050,11,27,114
Java,BenchmarkTest00780,13,24,114
Java,BenchmarkTest01103,20,29,114
Java,BenchmarkTest01226,17,30,114
Java,BenchmarkTest01737,17,30,114
Java,BenchmarkTest02012,19,22,114
Java,BenchmarkTest02571,15,22,114
Java,BenchmarkTest00020,11,27,113
Java,BenchmarkTest00255,15,31,113
Java,BenchmarkTest00609,13,26,113
Java,BenchmarkTest00611,15,27,113
Java,BenchmarkTest00782,15,25,113
Java,BenchmarkTest01413,16,18,113
Java,BenchmarkTest02371,16,30,113
Java,BenchmarkTest00443,15,31,112
Java,BenchmarkTest00831,13,22,112
Java,BenchmarkTest01639,18,29,112
Java,BenchmarkTest01678,18,22,112
Java,BenchmarkTest02659,16,30,112
Java,BenchmarkTest00523,11,21,111
Java,BenchmarkTest00524,13,29,111
Java,BenchmarkTest00684,13,26,111
Java,BenchmarkTest00853,13,26,111
Java,BenchmarkTest00945,19,19,111
Java,BenchmarkTest01104,20,24,111
Java,BenchmarkTest01451,17,19,111
Java,BenchmarkTest01641,17,22,111
Java,BenchmarkTest01847,19,17,111
Java,BenchmarkTest02602,17,22,111
Java,BenchmarkTest00612,15,31,110
Java,BenchmarkTest00687,15,31,110
Java,BenchmarkTest00943,18,20,110
Java,BenchmarkTest01140,18,21,110
Java,BenchmarkTest01369,19,20,110
Java,BenchmarkTest02349,15,19,110
Java,BenchmarkTest02351,15,19,110
Java,BenchmarkTest02604,17,22,110
Java,BenchmarkTest00122,14,31,109
Java,BenchmarkTest00854,15,31,109
Java,BenchmarkTest00985,20,18,109
Java,BenchmarkTest01070,20,21,109
Java,BenchmarkTest01153,19,30,109
Java,BenchmarkTest01447,21,19,109
Java,BenchmarkTest01695,22,23,109
Java,BenchmarkTest01854,17,19,109
Java,BenchmarkTest01868,20,19,109
Java,BenchmarkTest02347,18,19,109
Java,BenchmarkTest02616,19,21,109
Java,BenchmarkTest00076,13,18,108
Java,BenchmarkTest00245,17,21,108
Java,BenchmarkTest01652,16,20,108
Java,BenchmarkTest00532,11,18,107
Java,BenchmarkTest01567,17,29,107
Java,BenchmarkTest01649,16,20,107
Java,BenchmarkTest01703,17,21,107
Java,BenchmarkTest02077,19,21,107
Java,BenchmarkTest02573,17,20,107
Java,BenchmarkTest00946,17,19,106
Java,BenchmarkTest00967,18,17,106
Java,BenchmarkTest01503,18,18,106
Java,BenchmarkTest01848,17,17,106
Java,BenchmarkTest01867,19,18,106
Java,BenchmarkTest01998,17,20,106
Java,BenchmarkTest02073,21,21,106
Java,BenchmarkTest02552,18,32,106
Java,BenchmarkTest02577,17,20,106
Java,BenchmarkTest02614,19,22,106
Java,BenchmarkTest00534,12,18,105
Java,BenchmarkTest00817,14,22,105
Java,BenchmarkTest00961,16,17,105
Java,BenchmarkTest00986,20,18,105
Java,BenchmarkTest01073,20,21,105
Java,BenchmarkTest01165,17,19,105
Java,BenchmarkTest01449,19,18,105
Java,BenchmarkTest01450,18,19,105
Java,BenchmarkTest01694,19,22,105
Java,BenchmarkTest01696,19,21,105
Java,BenchmarkTest01760,18,18,105
Java,BenchmarkTest01845,19,18,105
Java,BenchmarkTest01911,18,19,105
Java,BenchmarkTest01995,16,20,105
Java,BenchmarkTest02551,17,24,105
Java,BenchmarkTest00067,14,19,104
Java,BenchmarkTest00073,13,18,104
Java,BenchmarkTest00227,13,20,104
Java,BenchmarkTest01539,19,20,104
Java,BenchmarkTest01699,20,21,104
Java,BenchmarkTest01707,17,21,104
Java,BenchmarkTest01898,18,28,104
Java,BenchmarkTest02345,18,19,104
Java,BenchmarkTest02550,17,29,104
Java,BenchmarkTest02572,17,21,104
Java,BenchmarkTest02660,16,27,104
Java,BenchmarkTest00828,16,22,103
Java,BenchmarkTest00965,16,17,103
Java,BenchmarkTest01108,19,30,103
Java,BenchmarkTest01410,19,18,103
Java,BenchmarkTest01650,18,21,103
Java,BenchmarkTest01655,17,21,103
Java,BenchmarkTest01702,19,21,103
Java,BenchmarkTest01830,18,20,103
Java,BenchmarkTest01846,17,17,103
Java,BenchmarkTest01993,18,19,103
Java,BenchmarkTest02346,18,19,103
Java,BenchmarkTest00445,13,27,102
Java,BenchmarkTest00530,12,19,102
Java,BenchmarkTest00538,11,18,102
Java,BenchmarkTest00748,15,20,102
Java,BenchmarkTest00962,16,17,102
Java,BenchmarkTest01037,17,19,102
Java,BenchmarkTest01100,17,22,102
Java,BenchmarkTest01102,19,28,102
Java,BenchmarkTest01536,18,19,102
Java,BenchmarkTest01545,16,19,102
Java,BenchmarkTest01675,20,21,102
Java,BenchmarkTest01701,19,21,102
Java,BenchmarkTest01705,18,22,102
Java,BenchmarkTest01866,19,18,102
Java,BenchmarkTest02439,18,20,102
Java,BenchmarkTest02574,15,20,102
Java,BenchmarkTest00450,13,29,101
Java,BenchmarkTest00789,12,20,101
Java,BenchmarkTest00792,12,20,101
Java,BenchmarkTest00944,18,21,101
Java,BenchmarkTest01119,20,21,101
Java,BenchmarkTest01168,18,19,101
Java,BenchmarkTest01401,19,29,101
Java,BenchmarkTest01651,16,20,101
Java,BenchmarkTest01677,20,21,101
Java,BenchmarkTest01697,19,21,101
Java,BenchmarkTest01704,19,22,101
Java,BenchmarkTest01828,15,20,101
Java,BenchmarkTest01869,18,19,101
Java,BenchmarkTest01992,18,21,101
Java,BenchmarkTest02003,18,21,101
Java,BenchmarkTest02220,14,18,101
Java,BenchmarkTest02295,17,27,101
Java,BenchmarkTest02553,13,22,101
Java,BenchmarkTest02618,19,22,101
Java,BenchmarkTest02620,16,21,101
Java,BenchmarkTest02621,16,21,101
Java,BenchmarkTest00057,15,27,100
Java,BenchmarkTest00069,16,18,100
Java,BenchmarkTest00868,13,18,100
Java,BenchmarkTest00948,14,19,100
Java,BenchmarkTest00952,15,21,100
Java,BenchmarkTest00959,16,19,100
Java,BenchmarkTest00966,18,18,100
Java,BenchmarkTest00987,19,19,100
Java,BenchmarkTest00988,19,19,100
Java,BenchmarkTest01044,17,19,100
Java,BenchmarkTest01076,18,20,100
Java,BenchmarkTest01132,20,21,100
Java,BenchmarkTest01295,16,19,100
Java,BenchmarkTest01831,13,19,100
Java,BenchmarkTest01838,14,19,100
Java,BenchmarkTest02081,17,20,100
Java,BenchmarkTest02294,18,27,100
Java,BenchmarkTest02393,14,18,100
Java,BenchmarkTest00531,13,17,99
Java,BenchmarkTest00633,14,18,99
Java,BenchmarkTest00689,11,21,99
Java,BenchmarkTest00781,14,29,99
Java,BenchmarkTest00856,13,27,99
Java,BenchmarkTest01107,19,22,99
Java,BenchmarkTest01121,19,19,99
Java,BenchmarkTest01123,17,19,99
Java,BenchmarkTest01399,15,20,99
Java,BenchmarkTest01412,16,18,99
Java,BenchmarkTest01653,17,21,99
Java,BenchmarkTest01706,17,21,99
Java,BenchmarkTest01800,16,19,99
Java,BenchmarkTest01871,16,18,99
Java,BenchmarkTest01978,18,28,99
Java,BenchmarkTest02009,21,22,99
Java,BenchmarkTest02297,18,29,99
Java,BenchmarkTest02298,16,28,99
Java,BenchmarkTest02305,15,18,99
Java,BenchmarkTest02606,19,21,99
Java,BenchmarkTest02716,15,19,99
Java,BenchmarkTest00130,15,30,98
Java,BenchmarkTest00271,13,19,98
Java,BenchmarkTest00796,12,20,98
Java,BenchmarkTest00869,14,18,98
Java,BenchmarkTest00964,16,17,98
Java,BenchmarkTest00971,18,18,98
Java,BenchmarkTest01135,21,21,98
Java,BenchmarkTest01138,18,20,98
Java,BenchmarkTest01139,18,20,98
Java,BenchmarkTest01150,21,27,98
Java,BenchmarkTest01154,16,21,98
Java,BenchmarkTest01164,19,18,98
Java,BenchmarkTest01246,16,18,98
Java,BenchmarkTest01400,17,21,98
Java,BenchmarkTest01411,16,18,98
Java,BenchmarkTest01491,13,20,98
Java,BenchmarkTest01569,13,20,98
Java,BenchmarkTest01681,18,21,98
Java,BenchmarkTest01994,18,19,98
Java,BenchmarkTest02208,14,19,98
Java,BenchmarkTest02615,18,21,98
Java,BenchmarkTest02718,15,19,98
Java,BenchmarkTest00059,14,28,97
Java,BenchmarkTest00094,15,18,97
Java,BenchmarkTest00213,17,30,97
Java,BenchmarkTest00318,14,20,97
Java,BenchmarkTest00355,12,20,97
Java,BenchmarkTest00414,16,20,97
Java,BenchmarkTest00447,14,22,97
Java,BenchmarkTest00562,14,19,97
Java,BenchmarkTest00579,16,20,97
Java,BenchmarkTest00746,15,20,97
Java,BenchmarkTest00797,12,20,97
Java,BenchmarkTest00798,12,20,97
Java,BenchmarkTest00857,14,27,97
Java,BenchmarkTest00947,14,19,97
Java,BenchmarkTest00960,18,18,97
Java,BenchmarkTest00972,18,18,97
Java,BenchmarkTest00974,18,18,97
Java,BenchmarkTest00990,17,18,97
Java,BenchmarkTest01124,17,19,97
Java,BenchmarkTest01141,18,20,97
Java,BenchmarkTest01367,20,19,97
Java,BenchmarkTest01416,16,18,97
Java,BenchmarkTest01448,19,19,97
Java,BenchmarkTest01843,19,18,97
Java,BenchmarkTest01870,18,19,97
Java,BenchmarkTest01981,18,22,97
Java,BenchmarkTest02007,20,22,97
Java,BenchmarkTest02159,17,19,97
Java,BenchmarkTest02296,16,28,97
Java,BenchmarkTest02438,18,19,97
Java,BenchmarkTest02575,16,21,97
Java,BenchmarkTest02576,16,21,97
Java,BenchmarkTest00074,12,17,96
Java,BenchmarkTest00095,13,18,96
Java,BenchmarkTest00182,13,20,96
Java,BenchmarkTest00223,15,19,96
Java,BenchmarkTest00243,17,21,96
Java,BenchmarkTest00316,16,20,96
Java,BenchmarkTest00506,12,19,96
Java,BenchmarkTest00533,13,17,96
Java,BenchmarkTest00578,15,19,96
Java,BenchmarkTest00690,12,21,96
Java,BenchmarkTest00830,14,22,96
Java,BenchmarkTest00913,15,20,96
Java,BenchmarkTest01105,18,21,96
Java,BenchmarkTest01106,18,21,96
Java,BenchmarkTest01414,17,18,96
Java,BenchmarkTest01452,16,18,96
Java,BenchmarkTest01676,18,21,96
Java,BenchmarkTest01832,14,20,96
Java,BenchmarkTest01855,20,18,96
Java,BenchmarkTest01982,20,31,96
Java,BenchmarkTest02303,13,19,96
Java,BenchmarkTest02309,16,18,96
Java,BenchmarkTest02312,16,17,96
Java,BenchmarkTest02348,15,18,96
Java,BenchmarkTest02390,14,18,96
Java,BenchmarkTest02477,14,18,96
Java,BenchmarkTest00071,13,18,95
Java,BenchmarkTest00072,12,17,95
Java,BenchmarkTest00186,13,20,95
Java,BenchmarkTest00211,17,23,95
Java,BenchmarkTest00239,16,21,95
Java,BenchmarkTest00352,13,22,95
Java,BenchmarkTest00664,12,19,95
Java,BenchmarkTest00791,12,20,95
Java,BenchmarkTest00793,12,20,95
Java,BenchmarkTest00978,16,18,95
Java,BenchmarkTest01101,17,22,95
Java,BenchmarkTest01292,21,19,95
Java,BenchmarkTest01321,15,20,95
Java,BenchmarkTest01323,17,26,95
Java,BenchmarkTest01325,16,19,95
Java,BenchmarkTest01415,15,17,95
Java,BenchmarkTest01502,17,19,95
Java,BenchmarkTest01566,18,19,95
Java,BenchmarkTest01680,19,22,95
Java,BenchmarkTest01757,17,17,95
Java,BenchmarkTest01857,18,18,95
Java,BenchmarkTest01897,19,27,95
Java,BenchmarkTest01980,17,21,95
Java,BenchmarkTest02196,13,20,95
Java,BenchmarkTest02299,12,19,95
Java,BenchmarkTest02310,14,17,95
Java,BenchmarkTest02603,17,21,95
Java,BenchmarkTest02674,14,18,95
Java,BenchmarkTest00058,14,21,94
Java,BenchmarkTest00070,14,18,94
Java,BenchmarkTest00139,12,20,94
Java,BenchmarkTest00244,18,22,94
Java,BenchmarkTest00577,16,20,94
Java,BenchmarkTest00580,14,18,94
Java,BenchmarkTest00790,12,20,94
Java,BenchmarkTest00963,16,17,94
Java,BenchmarkTest01021,18,29,94
Java,BenchmarkTest01072,20,19,94
Java,BenchmarkTest01183,20,20,94
Java,BenchmarkTest01432,17,18,94
Java,BenchmarkTest01485,17,20,94
Java,BenchmarkTest01518,17,19,94
Java,BenchmarkTest01603,18,19,94
Java,BenchmarkTest01858,18,18,94
Java,BenchmarkTest01945,20,20,94
Java,BenchmarkTest01947,20,20,94
Java,BenchmarkTest01991,14,21,94
Java,BenchmarkTest02062,18,20,94
Java,BenchmarkTest02374,18,26,94
Java,BenchmarkTest02605,18,22,94
Java,BenchmarkTest02670,18,17,94
Java,BenchmarkTest00075,14,18,93
Java,BenchmarkTest00143,13,19,93
Java,BenchmarkTest00183,14,20,93
Java,BenchmarkTest00210,15,28,93
Java,BenchmarkTest00237,16,21,93
Java,BenchmarkTest00319,15,20,93
Java,BenchmarkTest00582,17,19,93
Java,BenchmarkTest00584,14,18,93
Java,BenchmarkTest00701,11,19,93
Java,BenchmarkTest00877,11,18,93
Java,BenchmarkTest00976,19,18,93
Java,BenchmarkTest00979,18,18,93
Java,BenchmarkTest01071,20,20,93
Java,BenchmarkTest01125,17,19,93
Java,BenchmarkTest01126,19,20,93
Java,BenchmarkTest01271,17,19,93
Java,BenchmarkTest01293,20,19,93
Java,BenchmarkTest01402,15,20,93
Java,BenchmarkTest01453,16,18,93
Java,BenchmarkTest01538,18,19,93
Java,BenchmarkTest01645,15,23,93
Java,BenchmarkTest01648,18,21,93
Java,BenchmarkTest01679,18,21,93
Java,BenchmarkTest01726,15,23,93
Java,BenchmarkTest01741,16,19,93
Java,BenchmarkTest01853,18,19,93
Java,BenchmarkTest01931,17,20,93
Java,BenchmarkTest02014,17,20,93
Java,BenchmarkTest02021,20,22,93
Java,BenchmarkTest02075,20,19,93
Java,BenchmarkTest02116,15,19,93
Java,BenchmarkTest02308,14,17,93
Java,BenchmarkTest02419,16,19,93
Java,BenchmarkTest02497,16,19,93
Java,BenchmarkTest00096,15,19,92
Java,BenchmarkTest00228,15,19,92
Java,BenchmarkTest00246,17,22,92
Java,BenchmarkTest00367,10,19,92
Java,BenchmarkTest00462,15,17,92
Java,BenchmarkTest00583,14,19,92
Java,BenchmarkTest00794,12,20,92
Java,BenchmarkTest00795,12,20,92
Java,BenchmarkTest00832,13,21,92
Java,BenchmarkTest00975,20,19,92
Java,BenchmarkTest01137,20,20,92
Java,BenchmarkTest01166,17,18,92
Java,BenchmarkTest01291,18,19,92
Java,BenchmarkTest01537,19,18,92
Java,BenchmarkTest01575,18,19,92
Java,BenchmarkTest01602,18,19,92
Java,BenchmarkTest01896,15,21,92
Java,BenchmarkTest01979,18,23,92
Java,BenchmarkTest01997,16,19,92
Java,BenchmarkTest02040,19,20,92
Java,BenchmarkTest02041,19,19,92
Java,BenchmarkTest02071,19,20,92
Java,BenchmarkTest02157,18,19,92
Java,BenchmarkTest02209,17,19,92
Java,BenchmarkTest02254,19,20,92
Java,BenchmarkTest02306,14,18,92
Java,BenchmarkTest02434,18,19,92
Java,BenchmarkTest02503,16,19,92
Java,BenchmarkTest02672,16,17,92
Java,BenchmarkTest00035,11,20,91
Java,BenchmarkTest00078,14,18,91
Java,BenchmarkTest00224,15,19,91
Java,BenchmarkTest00535,13,18,91
Java,BenchmarkTest00752,13,19,91
Java,BenchmarkTest00957,16,18,91
Java,BenchmarkTest00973,18,18,91
Java,BenchmarkTest01014,17,19,91
Java,BenchmarkTest01020,17,20,91
Java,BenchmarkTest01022,19,30,91
Java,BenchmarkTest01128,19,20,91
Java,BenchmarkTest01276,17,19,91
Java,BenchmarkTest01366,20,20,91
Java,BenchmarkTest01371,18,18,91
Java,BenchmarkTest01486,17,26,91
Java,BenchmarkTest01487,17,21,91
Java,BenchmarkTest01722,14,20,91
Java,BenchmarkTest01910,18,20,91
Java,BenchmarkTest01912,17,18,91
Java,BenchmarkTest01987,15,23,91
Java,BenchmarkTest02010,21,21,91
Java,BenchmarkTest02076,20,19,91
Java,BenchmarkTest02195,17,27,91
Java,BenchmarkTest02311,14,17,91
Java,BenchmarkTest02350,15,18,91
Java,BenchmarkTest02423,16,19,91
Java,BenchmarkTest02570,15,21,91
Java,BenchmarkTest02671,16,17,91
Java,BenchmarkTest00003,11,18,90
Java,BenchmarkTest00009,14,20,90
Java,BenchmarkTest00212,16,24,90
Java,BenchmarkTest00226,13,19,90
Java,BenchmarkTest00272,14,19,90
Java,BenchmarkTest00501,16,19,90
Java,BenchmarkTest00630,12,19,90
Java,BenchmarkTest00703,15,17,90
Java,BenchmarkTest01045,16,18,90
Java,BenchmarkTest01110,16,23,90
Java,BenchmarkTest01130,19,20,90
Java,BenchmarkTest01152,20,23,90
Java,BenchmarkTest01197,20,20,90
Java,BenchmarkTest01322,17,26,90
Java,BenchmarkTest01324,18,22,90
Java,BenchmarkTest01368,18,19,90
Java,BenchmarkTest01540,19,20,90
Java,BenchmarkTest01544,18,18,90
Java,BenchmarkTest01579,17,17,90
Java,BenchmarkTest01581,17,17,90
Java,BenchmarkTest01611,18,19,90
Java,BenchmarkTest01758,19,18,90
Java,BenchmarkTest01948,18,20,90
Java,BenchmarkTest01996,16,19,90
Java,BenchmarkTest02011,19,20,90
Java,BenchmarkTest02022,17,20,90
Java,BenchmarkTest02023,18,21,90
Java,BenchmarkTest02042,16,18,90
Java,BenchmarkTest02080,19,19,90
Java,BenchmarkTest02337,17,18,90
Java,BenchmarkTest02418,17,19,90
Java,BenchmarkTest02422,17,19,90
Java,BenchmarkTest02673,16,17,90
Java,BenchmarkTest00079,14,18,89
Java,BenchmarkTest00127,16,29,89
Java,BenchmarkTest00209,13,22,89
Java,BenchmarkTest00214,15,30,89
Java,BenchmarkTest00225,14,20,89
Java,BenchmarkTest00266,15,18,89
Java,BenchmarkTest00540,13,18,89
Java,BenchmarkTest00614,15,26,89
Java,BenchmarkTest00691,15,26,89
Java,BenchmarkTest00818,14,21,89
Java,BenchmarkTest00958,14,18,89
Java,BenchmarkTest01018,18,27,89
Java,BenchmarkTest01019,18,22,89
Java,BenchmarkTest01229,17,26,89
Java,BenchmarkTest01245,19,18,89
Java,BenchmarkTest01434,18,19,89
Java,BenchmarkTest01489,18,20,89
Java,BenchmarkTest01534,20,20,89
Java,BenchmarkTest01535,18,18,89
Java,BenchmarkTest01644,16,22,89
Java,BenchmarkTest01842,17,18,89
Java,BenchmarkTest01859,18,18,89
Java,BenchmarkTest01952,18,19,89
Java,BenchmarkTest02013,19,20,89
Java,BenchmarkTest02036,17,19,89
Java,BenchmarkTest02210,16,17,89
Java,BenchmarkTest02219,14,17,89
Java,BenchmarkTest02385,18,18,89
Java,BenchmarkTest02435,18,19,89
Java,BenchmarkTest02474,16,17,89
Java,BenchmarkTest02563,15,23,89
Java,BenchmarkTest00085,15,18,88
Java,BenchmarkTest00247,16,20,88
Java,BenchmarkTest00315,16,20,88
Java,BenchmarkTest00536,11,17,88
Java,BenchmarkTest00561,15,18,88
Java,BenchmarkTest00744,16,19,88
Java,BenchmarkTest00969,16,18,88
Java,BenchmarkTest01069,19,20,88
Java,BenchmarkTest01196,21,19,88
Java,BenchmarkTest01326,13,19,88
Java,BenchmarkTest01334,17,17,88
Java,BenchmarkTest01433,19,19,88
Java,BenchmarkTest01488,17,21,88
Java,BenchmarkTest01501,17,18,88
Java,BenchmarkTest01565,17,26,88
Java,BenchmarkTest01582,15,17,88
Java,BenchmarkTest01692,15,21,88
Java,BenchmarkTest01759,17,17,88
Java,BenchmarkTest01856,18,18,88
Java,BenchmarkTest01860,18,18,88
Java,BenchmarkTest01900,18,21,88
Java,BenchmarkTest01999,18,20,88
Java,BenchmarkTest02024,18,29,88
Java,BenchmarkTest02043,16,18,88
Java,BenchmarkTest02072,19,20,88
Java,BenchmarkTest02083,17,19,88
Java,BenchmarkTest02160,18,18,88
Java,BenchmarkTest02194,16,26,88
Java,BenchmarkTest02258,18,18,88
Java,BenchmarkTest02373,18,27,88
Java,BenchmarkTest02392,16,17,88
Java,BenchmarkTest02643,15,23,88
Java,BenchmarkTest02661,16,26,88
Java,BenchmarkTest00066,15,19,87
Java,BenchmarkTest00126,16,22,87
Java,BenchmarkTest00270,15,18,87
Java,BenchmarkTest00581,14,18,87
Java,BenchmarkTest00585,12,18,87
Java,BenchmarkTest00615,13,26,87
Java,BenchmarkTest00819,17,22,87
Java,BenchmarkTest00861,10,20,87
Java,BenchmarkTest01127,20,21,87
Java,BenchmarkTest01151,19,22,87
Java,BenchmarkTest01170,18,19,87
Java,BenchmarkTest01200,18,19,87
Java,BenchmarkTest01244,17,17,87
Java,BenchmarkTest01294,16,18,87
Java,BenchmarkTest01327,13,19,87
Java,BenchmarkTest01332,15,17,87
Java,BenchmarkTest01406,14,20,87
Java,BenchmarkTest01431,17,18,87
Java,BenchmarkTest01435,17,18,87
Java,BenchmarkTest01466,15,17,87
Java,BenchmarkTest01469,14,20,87
Java,BenchmarkTest01542,16,18,87
Java,BenchmarkTest01721,14,20,87
Java,BenchmarkTest01740,16,19,87
Java,BenchmarkTest01753,14,18,87
Java,BenchmarkTest01797,18,18,87
Java,BenchmarkTest01901,17,29,87
Java,BenchmarkTest02030,14,22,87
Java,BenchmarkTest02118,18,18,87
Java,BenchmarkTest02340,16,18,87
Java,BenchmarkTest02375,17,20,87
Java,BenchmarkTest02436,17,18,87
Java,BenchmarkTest02478,14,17,87
Java,BenchmarkTest02521,15,18,87
Java,BenchmarkTest02560,15,22,87
Java,BenchmarkTest02715,19,18,87
Java,BenchmarkTest00068,16,19,86
Java,BenchmarkTest00083,15,19,86
Java,BenchmarkTest00086,16,19,86
Java,BenchmarkTest00218,12,23,86
Java,BenchmarkTest00399,13,19,86
Java,BenchmarkTest00502,15,19,86
Java,BenchmarkTest00784,11,23,86
Java,BenchmarkTest01038,16,18,86
Java,BenchmarkTest01043,17,19,86
Java,BenchmarkTest01131,19,20,86
Java,BenchmarkTest01195,22,20,86
Java,BenchmarkTest01201,20,20,86
Java,BenchmarkTest01228,17,26,86
Java,BenchmarkTest01230,16,19,86
Java,BenchmarkTest01241,14,18,86
Java,BenchmarkTest01328,13,21,86
Java,BenchmarkTest01739,15,20,86
Java,BenchmarkTest01742,16,19,86
Java,BenchmarkTest01882,13,17,86
Java,BenchmarkTest01899,17,22,86
Java,BenchmarkTest01946,18,20,86
Java,BenchmarkTest01950,16,19,86
Java,BenchmarkTest02102,14,20,86
Java,BenchmarkTest02201,13,19,86
Java,BenchmarkTest02215,16,18,86
Java,BenchmarkTest02216,14,17,86
Java,BenchmarkTest02338,19,19,86
Java,BenchmarkTest02372,14,20,86
Java,BenchmarkTest02384,16,18,86
Java,BenchmarkTest02440,15,18,86
Java,BenchmarkTest02472,13,18,86
Java,BenchmarkTest02564,16,23,86
Java,BenchmarkTest02568,16,23,86
Java,BenchmarkTest02569,16,23,86
Java,BenchmarkTest02678,14,17,86
Java,BenchmarkTest00084,14,18,85
Java,BenchmarkTest00141,16,19,85
Java,BenchmarkTest00267,15,18,85
Java,BenchmarkTest00273,15,18,85
Java,BenchmarkTest00354,12,19,85
Java,BenchmarkTest00446,15,27,85
Java,BenchmarkTest00448,13,20,85
Java,BenchmarkTest00449,12,19,85
Java,BenchmarkTest00451,14,29,85
Java,BenchmarkTest00503,16,18,85
Java,BenchmarkTest00569,12,18,85
Java,BenchmarkTest00613,11,20,85
Java,BenchmarkTest00704,13,17,85
Java,BenchmarkTest00734,14,19,85
Java,BenchmarkTest00783,10,21,85
Java,BenchmarkTest00917,14,19,85
Java,BenchmarkTest01030,15,22,85
Java,BenchmarkTest01129,21,21,85
Java,BenchmarkTest01167,17,18,85
Java,BenchmarkTest01199,18,19,85
Java,BenchmarkTest01372,18,19,85
Java,BenchmarkTest01409,13,18,85
Java,BenchmarkTest01541,18,18,85
Java,BenchmarkTest01568,13,19,85
Java,BenchmarkTest01580,16,18,85
Java,BenchmarkTest01734,18,22,85
Java,BenchmarkTest01735,18,22,85
Java,BenchmarkTest01738,15,20,85
